tournament,court,surface,round_imp,best_of,player0,player1,rank0,rank1,winner
"Australian Open",Outdoor,Hard,6,5,"Jaziri M.","Muller G.",100,28,1
"Australian Open",Outdoor,Hard,6,5,"Nishioka Y.","Seppi A.",168,76,1
"Australian Open",Outdoor,Hard,6,5,"Simon G.","Carreno Busta P.",57,11,1
"Australian Open",Outdoor,Hard,6,5,"Shapovalov D.","Tsonga J.W.",50,15,1
"Australian Open",Outdoor,Hard,6,5,"Istomin D.","Edmund K.",60,49,1
"Australian Open",Outdoor,Hard,6,5,"Sugita Y.","Karlovic I.",41,89,1
"Australian Open",Outdoor,Hard,6,5,"Sousa J.","Cilic M.",70,6,1
"Australian Open",Outdoor,Hard,6,5,"Millman J.","Dzumhur D.",122,30,1
"Australian Open",Outdoor,Hard,6,5,"Cuevas P.","Harrison R.",34,45,1
"Australian Open",Outdoor,Hard,6,5,"Mayer L.","Nadal R.",52,1,1
"Australian Open",Outdoor,Hard,6,5,"Ruud C.","Schwartzman D.",138,26,1
"Australian Open",Outdoor,Hard,6,5,"Baghdatis M.","Rublev A.",123,32,1
"Australian Open",Outdoor,Hard,6,5,"Troicki V.","Kyrgios N.",65,17,1
"Australian Open",Outdoor,Hard,6,5,"Mcdonald M.","Dimitrov G.",186,3,1
"Australian Open",Outdoor,Hard,6,5,"Ebden M.","Dolgopolov O.",78,37,1
"Australian Open",Outdoor,Hard,6,5,"Querrey S.","Fucsovics M.",13,80,1
"Australian Open",Outdoor,Hard,6,5,"Smyczek T.","Ramos-Vinolas A.",131,22,1
"Australian Open",Outdoor,Hard,6,5,"Kudla D.","Thiem D.",190,5,1
"Australian Open",Outdoor,Hard,6,5,"Lacko L.","Kicker N.",86,93,1
"Australian Open",Outdoor,Hard,6,5,"Garcia-Lopez G.","Berdych T.",71,20,1
"Australian Open",Outdoor,Hard,6,5,"Vesely J.","Mannarino A.",64,27,1
"Australian Open",Outdoor,Hard,6,5,"Donskoy E.","Fognini F.",72,25,1
"Australian Open",Outdoor,Hard,6,5,"Khachanov K.","Del Potro J.M.",47,10,1
"Australian Open",Outdoor,Hard,6,5,"Monfils G.","Djokovic N.",39,14,1
"Australian Open",Outdoor,Hard,6,5,"Goffin D.","Benneteau J.",7,59,1
"Australian Open",Outdoor,Hard,6,5,"Medvedev D.","Chung H.",53,58,1
"Australian Open",Outdoor,Hard,6,5,"Sonego L.","Gasquet R.",219,31,1
"Australian Open",Outdoor,Hard,6,5,"Verdasco F.","Marterer M.",40,94,1
"Australian Open",Outdoor,Hard,6,5,"Gojowczyk P.","Zverev A.",62,4,1
"Australian Open",Outdoor,Hard,6,5,"Wawrinka S.","Sandgren T.",8,97,1
"Australian Open",Outdoor,Hard,6,5,"Struff J.L.","Federer R.",55,2,1
"Australian Open",Outdoor,Hard,5,5,"Basilashvili N.","Edmund K.",61,49,1
"Australian Open",Outdoor,Hard,5,5,"Muller G.","Carreno Busta P.",28,11,1
"Australian Open",Outdoor,Hard,5,5,"Rublev A.","Dimitrov G.",32,3,1
"Australian Open",Outdoor,Hard,5,5,"Karlovic I.","Seppi A.",89,76,1
"Australian Open",Outdoor,Hard,5,5,"Dolgopolov O.","Schwartzman D.",37,26,1
"Australian Open",Outdoor,Hard,5,5,"Tsonga J.W.","Kyrgios N.",15,17,1
"Australian Open",Outdoor,Hard,5,5,"Dzumhur D.","Nadal R.",30,1,1
"Australian Open",Outdoor,Hard,5,5,"Harrison R.","Cilic M.",45,6,1
"Australian Open",Outdoor,Hard,5,5,"Marterer M.","Sandgren T.",94,97,1
"Australian Open",Outdoor,Hard,5,5,"Mannarino A.","Thiem D.",27,5,1
"Australian Open",Outdoor,Hard,5,5,"Benneteau J.","Fognini F.",59,25,1
"Australian Open",Outdoor,Hard,5,5,"Zverev A.","Chung H.",4,58,1
"Australian Open",Outdoor,Hard,5,5,"Kicker N.","Fucsovics M.",93,80,1
"Australian Open",Outdoor,Hard,5,5,"Del Potro J.M.","Berdych T.",10,20,1
"Australian Open",Outdoor,Hard,5,5,"Ramos-Vinolas A.","Djokovic N.",22,14,1
"Australian Open",Outdoor,Hard,5,5,"Gasquet R.","Federer R.",31,2,1
"Australian Open",Outdoor,Hard,4,5,"Carreno Busta P.","Cilic M.",11,6,1
"Australian Open",Outdoor,Hard,4,5,"Schwartzman D.","Nadal R.",26,1,1
"Australian Open",Outdoor,Hard,4,5,"Seppi A.","Edmund K.",76,49,1
"Australian Open",Outdoor,Hard,4,5,"Kyrgios N.","Dimitrov G.",17,3,1
"Australian Open",Outdoor,Hard,4,5,"Fognini F.","Berdych T.",25,20,1
"Australian Open",Outdoor,Hard,4,5,"Fucsovics M.","Federer R.",80,2,1
"Australian Open",Outdoor,Hard,4,5,"Thiem D.","Sandgren T.",5,97,1
"Australian Open",Outdoor,Hard,4,5,"Djokovic N.","Chung H.",14,58,1
"Australian Open",Outdoor,Hard,3,5,"Dimitrov G.","Edmund K.",3,49,1
"Australian Open",Outdoor,Hard,3,5,"Nadal R.","Cilic M.",1,6,1
"Australian Open",Outdoor,Hard,3,5,"Sandgren T.","Chung H.",97,58,1
"Australian Open",Outdoor,Hard,3,5,"Berdych T.","Federer R.",20,2,1
"Australian Open",Outdoor,Hard,2,5,"Edmund K.","Cilic M.",49,6,1
"Australian Open",Outdoor,Hard,2,5,"Chung H.","Federer R.",58,2,1
"Australian Open",Outdoor,Hard,1,5,"Cilic M.","Federer R.",6,2,1
"Open Sud de France",Indoor,Hard,7,3,"Zverev M.","Paire B.",53,44,1
"Open Sud de France",Indoor,Hard,7,3,"Garcia-Lopez G.","Rublev A.",69,36,1
"Open Sud de France",Indoor,Hard,7,3,"Gombos N.","Taberner C.",137,190,1
"Open Sud de France",Indoor,Hard,7,3,"Tsitsipas S.","Chardy J.",78,91,1
"Open Sud de France",Indoor,Hard,7,3,"Benneteau J.","Berankis R.",55,117,1
"Open Sud de France",Indoor,Hard,7,3,"Maden Y.","Simon G.",142,64,1
"Open Sud de France",Indoor,Hard,7,3,"Ferrer D.","Khachanov K.",39,49,1
"Open Sud de France",Indoor,Hard,7,3,"De Schepper K.","Herbert P.H.",146,76,1
"Open Sud de France",Indoor,Hard,7,3,"Sugita Y.","Millman J.",41,109,1
"Open Sud de France",Indoor,Hard,7,3,"Hemery C.","Bemelmans R.",148,121,1
"Open Sud de France",Indoor,Hard,7,3,"Brown D.","Mahut N.",125,105,1
"Open Sud de France",Indoor,Hard,7,3,"Medvedev D.","Gasquet R.",56,33,1
"Open Sud de France",Indoor,Hard,6,3,"Simon G.","Goffin D.",64,7,1
"Open Sud de France",Indoor,Hard,6,3,"Chardy J.","Rublev A.",91,36,1
"Open Sud de France",Indoor,Hard,6,3,"Berankis R.","Khachanov K.",117,49,1
"Open Sud de France",Indoor,Hard,6,3,"Bemelmans R.","Dzumhur D.",121,30,1
"Open Sud de France",Indoor,Hard,6,3,"Herbert P.H.","Gasquet R.",76,33,1
"Open Sud de France",Indoor,Hard,6,3,"Mahut N.","Tsonga J.W.",105,19,1
"Open Sud de France",Indoor,Hard,6,3,"Taberner C.","Pouille L.",190,17,1
"Open Sud de France",Indoor,Hard,6,3,"Millman J.","Paire B.",109,44,1
"Open Sud de France",Indoor,Hard,3,3,"Khachanov K.","Goffin D.",49,7,1
"Open Sud de France",Indoor,Hard,3,3,"Dzumhur D.","Gasquet R.",30,33,1
"Open Sud de France",Indoor,Hard,3,3,"Rublev A.","Tsonga J.W.",36,19,1
"Open Sud de France",Indoor,Hard,3,3,"Paire B.","Pouille L.",44,17,1
"Open Sud de France",Indoor,Hard,2,3,"Goffin D.","Gasquet R.",7,33,1
"Open Sud de France",Indoor,Hard,2,3,"Tsonga J.W.","Pouille L.",19,17,1
"Open Sud de France",Indoor,Hard,1,3,"Gasquet R.","Pouille L.",33,17,1
"Ecuador Open",Outdoor,Clay,7,3,"Menendez-Maceiras A.","Moutet C.",131,152,1
"Ecuador Open",Outdoor,Clay,7,3,"Dutra Silva R.","Martin A.",101,156,1
"Ecuador Open",Outdoor,Clay,7,3,"Andujar P.","Travaglia S.",1753,135,1
"Ecuador Open",Outdoor,Clay,7,3,"Berlocq C.","Ruud C.",119,122,1
"Ecuador Open",Outdoor,Clay,7,3,"Bellucci T.","Estrella Burgos V.",108,86,1
"Ecuador Open",Outdoor,Clay,7,3,"Gaio F.","Carballes Baena R.",247,107,1
"Ecuador Open",Outdoor,Clay,7,3,"Zeballos H.","Monteiro T.",66,118,1
"Ecuador Open",Outdoor,Clay,7,3,"Polansky P.","Giannessi A.",141,159,1
"Ecuador Open",Outdoor,Clay,7,3,"Bagnis F.","Jarry N.",195,95,1
"Ecuador Open",Outdoor,Clay,7,3,"Escobedo E.","Karlovic I.",133,90,1
"Ecuador Open",Outdoor,Clay,7,3,"Cecchinato M.","Melzer G.",99,98,1
"Ecuador Open",Outdoor,Clay,7,3,"Hanfmann Y.","Quiroz R.",113,282,1
"Ecuador Open",Outdoor,Clay,6,3,"Estrella Burgos V.","Melzer G.",86,98,1
"Ecuador Open",Outdoor,Clay,6,3,"Lorenzi P.","Carballes Baena R.",46,107,1
"Ecuador Open",Outdoor,Clay,6,3,"Travaglia S.","Jarry N.",135,95,1
"Ecuador Open",Outdoor,Clay,6,3,"Karlovic I.","Moutet C.",90,152,1
"Ecuador Open",Outdoor,Clay,6,3,"Quiroz R.","Ramos-Vinolas A.",282,21,1
"Ecuador Open",Outdoor,Clay,6,3,"Giannessi A.","Monteiro T.",159,118,1
"Ecuador Open",Outdoor,Clay,6,3,"Ruud C.","Monfils G.",122,43,1
"Ecuador Open",Outdoor,Clay,6,3,"Carreno Busta P.","Martin A.",10,156,1
"Ecuador Open",Outdoor,Clay,3,3,"Jarry N.","Carballes Baena R.",95,107,1
"Ecuador Open",Outdoor,Clay,3,3,"Moutet C.","Martin A.",152,156,1
"Ecuador Open",Outdoor,Clay,3,3,"Monfils G.","Monteiro T.",43,118,1
"Ecuador Open",Outdoor,Clay,3,3,"Melzer G.","Ramos-Vinolas A.",98,21,1
"Ecuador Open",Outdoor,Clay,2,3,"Martin A.","Carballes Baena R.",156,107,1
"Ecuador Open",Outdoor,Clay,2,3,"Monteiro T.","Ramos-Vinolas A.",118,21,1
"Ecuador Open",Outdoor,Clay,1,3,"Ramos-Vinolas A.","Carballes Baena R.",21,107,1
"Garanti Koza Sofia Open",Indoor,Hard,7,3,"Donskoy E.","Lacko L.",71,96,1
"Garanti Koza Sofia Open",Indoor,Hard,7,3,"Kuzmanov D.","Sousa J.",340,68,1
"Garanti Koza Sofia Open",Indoor,Hard,7,3,"Mayer F.","Basic M.",72,129,1
"Garanti Koza Sofia Open",Indoor,Hard,7,3,"Albot R.","Kovalik J.",89,187,1
"Garanti Koza Sofia Open",Indoor,Hard,7,3,"Donski A.","Klizan M.",1529,147,1
"Garanti Koza Sofia Open",Indoor,Hard,7,3,"Andreev A.","Istomin D.",211,74,1
"Garanti Koza Sofia Open",Indoor,Hard,7,3,"Gulbis E.","Troicki V.",199,67,1
"Garanti Koza Sofia Open",Indoor,Hard,7,3,"Djere L.","Kavcic B.",88,111,1
"Garanti Koza Sofia Open",Indoor,Hard,7,3,"Haase R.","Copil M.",42,93,1
"Garanti Koza Sofia Open",Indoor,Hard,7,3,"Youzhny M.","Seppi A.",92,77,1
"Garanti Koza Sofia Open",Indoor,Hard,7,3,"Jaziri M.","Marterer M.",110,82,1
"Garanti Koza Sofia Open",Indoor,Hard,7,3,"Caruso S.","Baghdatis M.",185,123,1
"Garanti Koza Sofia Open",Indoor,Hard,6,3,"Lacko L.","Kovalik J.",96,187,1
"Garanti Koza Sofia Open",Indoor,Hard,6,3,"Kohlschreiber P.","Basic M.",35,129,1
"Garanti Koza Sofia Open",Indoor,Hard,6,3,"Sousa J.","Marterer M.",68,82,1
"Garanti Koza Sofia Open",Indoor,Hard,6,3,"Seppi A.","Muller G.",77,28,1
"Garanti Koza Sofia Open",Indoor,Hard,6,3,"Kavcic B.","Copil M.",111,93,1
"Garanti Koza Sofia Open",Indoor,Hard,6,3,"Istomin D.","Troicki V.",74,67,1
"Garanti Koza Sofia Open",Indoor,Hard,6,3,"Mannarino A.","Baghdatis M.",25,123,1
"Garanti Koza Sofia Open",Indoor,Hard,6,3,"Klizan M.","Wawrinka S.",147,15,1
"Garanti Koza Sofia Open",Indoor,Hard,3,3,"Muller G.","Copil M.",28,93,1
"Garanti Koza Sofia Open",Indoor,Hard,3,3,"Baghdatis M.","Kovalik J.",123,187,1
"Garanti Koza Sofia Open",Indoor,Hard,3,3,"Troicki V.","Wawrinka S.",67,15,1
"Garanti Koza Sofia Open",Indoor,Hard,3,3,"Marterer M.","Basic M.",82,129,1
"Garanti Koza Sofia Open",Indoor,Hard,2,3,"Kovalik J.","Copil M.",187,93,1
"Garanti Koza Sofia Open",Indoor,Hard,2,3,"Wawrinka S.","Basic M.",15,129,1
"Garanti Koza Sofia Open",Indoor,Hard,1,3,"Copil M.","Basic M.",93,129,1
"Argentina Open",Outdoor,Clay,7,3,"Bagnis F.","Lajovic D.",190,88,1
"Argentina Open",Outdoor,Clay,7,3,"Mayer F.","Delbonis F.",71,70,1
"Argentina Open",Outdoor,Clay,7,3,"Cachin P.","Bellucci T.",276,137,1
"Argentina Open",Outdoor,Clay,7,3,"Berlocq C.","Garcia-Lopez G.",119,69,1
"Argentina Open",Outdoor,Clay,7,3,"Kicker N.","Pella G.",87,59,1
"Argentina Open",Outdoor,Clay,7,3,"Vesely J.","Bedene A.",60,51,1
"Argentina Open",Outdoor,Clay,7,3,"Dutra Silva R.","Mayer L.",105,50,1
"Argentina Open",Outdoor,Clay,7,3,"Monteiro T.","Verdasco F.",96,40,1
"Argentina Open",Outdoor,Clay,7,3,"Cuevas P.","Monfils G.",32,43,1
"Argentina Open",Outdoor,Clay,7,3,"Carballes Baena R.","Elias G.",76,114,1
"Argentina Open",Outdoor,Clay,7,3,"Cecchinato M.","Zeballos H.",102,66,1
"Argentina Open",Outdoor,Clay,7,3,"Haider-Maurer A.","Schwartzman D.",418,24,1
"Argentina Open",Outdoor,Clay,6,3,"Verdasco F.","Pella G.",40,59,1
"Argentina Open",Outdoor,Clay,6,3,"Ramos-Vinolas A.","Bedene A.",20,51,1
"Argentina Open",Outdoor,Clay,6,3,"Bellucci T.","Schwartzman D.",137,24,1
"Argentina Open",Outdoor,Clay,6,3,"Zeballos H.","Thiem D.",66,6,1
"Argentina Open",Outdoor,Clay,6,3,"Carreno Busta P.","Garcia-Lopez G.",10,69,1
"Argentina Open",Outdoor,Clay,6,3,"Elias G.","Delbonis F.",114,70,1
"Argentina Open",Outdoor,Clay,6,3,"Lajovic D.","Monfils G.",88,43,1
"Argentina Open",Outdoor,Clay,6,3,"Fognini F.","Mayer L.",22,50,1
"Argentina Open",Outdoor,Clay,3,3,"Garcia-Lopez G.","Delbonis F.",69,70,1
"Argentina Open",Outdoor,Clay,3,3,"Schwartzman D.","Bedene A.",24,51,1
"Argentina Open",Outdoor,Clay,3,3,"Mayer L.","Monfils G.",50,43,1
"Argentina Open",Outdoor,Clay,3,3,"Pella G.","Thiem D.",59,6,1
"Argentina Open",Outdoor,Clay,2,3,"Delbonis F.","Bedene A.",70,51,1
"Argentina Open",Outdoor,Clay,2,3,"Monfils G.","Thiem D.",43,6,1
"Argentina Open",Outdoor,Clay,1,3,"Bedene A.","Thiem D.",51,6,1
"New York Open",Indoor,Hard,7,3,"Basilashvili N.","Sela D.",61,100,1
"New York Open",Indoor,Hard,7,3,"Donaldson J.","Karlovic I.",58,89,1
"New York Open",Indoor,Hard,7,3,"Young D.","Harrison R.",65,44,1
"New York Open",Indoor,Hard,7,3,"Korda S.","Tiafoe F.",873,98,1
"New York Open",Indoor,Hard,7,3,"Johnson S.","Menendez-Maceiras A.",49,128,1
"New York Open",Indoor,Hard,7,3,"Fratangelo B.","Albot R.",109,91,1
"New York Open",Indoor,Hard,7,3,"Kavcic B.","Gojowczyk P.",108,63,1
"New York Open",Indoor,Hard,7,3,"Travaglia S.","Chardy J.",132,95,1
"New York Open",Indoor,Hard,7,3,"Estrella Burgos V.","Donskoy E.",139,72,1
"New York Open",Indoor,Hard,7,3,"Rubin N.","Nishikori K.",232,27,1
"New York Open",Indoor,Hard,7,3,"Ebden M.","Youzhny M.",79,94,1
"New York Open",Indoor,Hard,7,3,"Mcdonald M.","Escobedo E.",146,131,1
"New York Open",Indoor,Hard,6,3,"Gojowczyk P.","Mannarino A.",63,25,1
"New York Open",Indoor,Hard,6,3,"Chardy J.","Menendez-Maceiras A.",95,128,1
"New York Open",Indoor,Hard,6,3,"Isner J.","Albot R.",18,91,1
"New York Open",Indoor,Hard,6,3,"Donskoy E.","Nishikori K.",72,27,1
"New York Open",Indoor,Hard,6,3,"Sela D.","Tiafoe F.",100,98,1
"New York Open",Indoor,Hard,6,3,"Harrison R.","Karlovic I.",44,89,1
"New York Open",Indoor,Hard,6,3,"Escobedo E.","Anderson K.",131,11,1
"New York Open",Indoor,Hard,6,3,"Youzhny M.","Querrey S.",94,12,1
"New York Open",Indoor,Hard,3,3,"Menendez-Maceiras A.","Mannarino A.",128,25,1
"New York Open",Indoor,Hard,3,3,"Karlovic I.","Querrey S.",89,12,1
"New York Open",Indoor,Hard,3,3,"Albot R.","Nishikori K.",91,27,1
"New York Open",Indoor,Hard,3,3,"Tiafoe F.","Anderson K.",98,11,1
"New York Open",Indoor,Hard,2,3,"Mannarino A.","Querrey S.",25,12,1
"New York Open",Indoor,Hard,2,3,"Nishikori K.","Anderson K.",27,11,1
"New York Open",Indoor,Hard,1,3,"Querrey S.","Anderson K.",12,11,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Klizan M.","Lopez F.",150,37,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Zverev M.","Berdych T.",53,17,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Ferrer D.","Zverev A.",39,4,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Sousa J.","Seppi A.",68,81,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Khachanov K.","Kohlschreiber P.",48,36,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Struff J.L.","Troicki V.",56,67,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Muller G.","Medvedev D.",28,57,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Mahut N.","Goffin D.",101,7,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Wawrinka S.","Griekspoor T.",13,259,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Auger-Aliassime F.","Krajinovic F.",168,38,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Gasquet R.","Herbert P.H.",33,80,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Pouille L.","Rublev A.",16,34,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Copil M.","Dzumhur D.",74,29,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"De Bakker T.","Haase R.",352,42,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Sugita Y.","Dimitrov G.",41,5,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Bemelmans R.","Federer R.",116,2,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,6,3,"Lopez F.","Goffin D.",37,7,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,6,3,"Troicki V.","Berdych T.",67,17,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,6,3,"Zverev A.","Seppi A.",4,81,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,6,3,"Dzumhur D.","Rublev A.",29,34,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,6,3,"Herbert P.H.","Medvedev D.",80,57,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,6,3,"Krajinovic F.","Dimitrov G.",38,5,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,6,3,"Kohlschreiber P.","Federer R.",36,2,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,6,3,"Griekspoor T.","Haase R.",259,42,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,3,3,"Berdych T.","Goffin D.",17,7,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,3,3,"Rublev A.","Dimitrov G.",34,5,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,3,3,"Haase R.","Federer R.",42,2,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,3,3,"Medvedev D.","Seppi A.",57,81,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,2,3,"Goffin D.","Dimitrov G.",7,5,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,2,3,"Seppi A.","Federer R.",81,2,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,1,3,"Dimitrov G.","Federer R.",5,2,1
"Delray Beach Open",Outdoor,Hard,7,3,"Norrie C.","Chung H.",115,30,1
"Delray Beach Open",Outdoor,Hard,7,3,"Ramanathan R.","Young D.",140,75,1
"Delray Beach Open",Outdoor,Hard,7,3,"Ebden M.","Tiafoe F.",88,91,1
"Delray Beach Open",Outdoor,Hard,7,3,"Smith J.P.","Sock J.",225,8,1
"Delray Beach Open",Outdoor,Hard,7,3,"Albot R.","Isner J.",87,18,1
"Delray Beach Open",Outdoor,Hard,7,3,"Harrison R.","Opelka R.",58,228,1
"Delray Beach Open",Outdoor,Hard,7,3,"Lacko L.","Gojowczyk P.",98,64,1
"Delray Beach Open",Outdoor,Hard,7,3,"Basilashvili N.","Johnson S.",77,51,1
"Delray Beach Open",Outdoor,Hard,7,3,"Bublik A.","Skugor F.",131,303,1
"Delray Beach Open",Outdoor,Hard,7,3,"Daniel T.","Raonic M.",105,32,1
"Delray Beach Open",Outdoor,Hard,7,3,"Polansky P.","Donaldson J.",143,57,1
"Delray Beach Open",Outdoor,Hard,7,3,"King D.","Donskoy E.",188,76,1
"Delray Beach Open",Outdoor,Hard,7,3,"Karlovic I.","Shapovalov D.",78,46,1
"Delray Beach Open",Outdoor,Hard,7,3,"Sela D.","Youzhny M.",97,93,1
"Delray Beach Open",Outdoor,Hard,7,3,"Querrey S.","Fritz T.",12,85,1
"Delray Beach Open",Outdoor,Hard,7,3,"Chardy J.","Del Potro J.M.",96,10,1
"Delray Beach Open",Outdoor,Hard,6,3,"Young D.","Donskoy E.",75,76,1
"Delray Beach Open",Outdoor,Hard,6,3,"Isner J.","Gojowczyk P.",18,64,1
"Delray Beach Open",Outdoor,Hard,6,3,"Raonic M.","Johnson S.",32,51,1
"Delray Beach Open",Outdoor,Hard,6,3,"Sock J.","Opelka R.",8,228,1
"Delray Beach Open",Outdoor,Hard,6,3,"Donaldson J.","Shapovalov D.",57,46,1
"Delray Beach Open",Outdoor,Hard,6,3,"Youzhny M.","Fritz T.",93,85,1
"Delray Beach Open",Outdoor,Hard,6,3,"Skugor F.","Chung H.",303,30,1
"Delray Beach Open",Outdoor,Hard,6,3,"Del Potro J.M.","Tiafoe F.",10,91,1
"Delray Beach Open",Outdoor,Hard,3,3,"Donskoy E.","Johnson S.",76,51,1
"Delray Beach Open",Outdoor,Hard,3,3,"Opelka R.","Gojowczyk P.",228,64,1
"Delray Beach Open",Outdoor,Hard,3,3,"Fritz T.","Shapovalov D.",85,46,1
"Delray Beach Open",Outdoor,Hard,3,3,"Chung H.","Tiafoe F.",30,91,1
"Delray Beach Open",Outdoor,Hard,2,3,"Johnson S.","Gojowczyk P.",51,64,1
"Delray Beach Open",Outdoor,Hard,2,3,"Shapovalov D.","Tiafoe F.",46,91,1
"Delray Beach Open",Outdoor,Hard,1,3,"Gojowczyk P.","Tiafoe F.",64,91,1
"Open 13",Indoor,Hard,7,3,"Kukushkin M.","Dzumhur D.",89,29,1
"Open 13",Indoor,Hard,7,3,"Jaziri M.","Benneteau J.",116,56,1
"Open 13",Indoor,Hard,7,3,"Auger-Aliassime F.","Fabbiano T.",167,81,1
"Open 13",Indoor,Hard,7,3,"Sousa J.","Krajinovic F.",71,36,1
"Open 13",Indoor,Hard,7,3,"Djere L.","Ivashka I.",90,193,1
"Open 13",Indoor,Hard,7,3,"Bemelmans R.","Khachanov K.",113,47,1
"Open 13",Indoor,Hard,7,3,"Gaston H.","Travaglia S.",1341,129,1
"Open 13",Indoor,Hard,7,3,"Marterer M.","Simon G.",70,66,1
"Open 13",Indoor,Hard,7,3,"Gombos N.","Herbert P.H.",136,99,1
"Open 13",Indoor,Hard,7,3,"Kavcic B.","Zverev M.",109,53,1
"Open 13",Indoor,Hard,7,3,"Stakhovsky S.","Muller G.",118,28,1
"Open 13",Indoor,Hard,7,3,"Tsitsipas S.","Mahut N.",80,100,1
"Open 13",Indoor,Hard,6,3,"Fabbiano T.","Dzumhur D.",81,29,1
"Open 13",Indoor,Hard,6,3,"Herbert P.H.","Pouille L.",99,16,1
"Open 13",Indoor,Hard,6,3,"Bautista Agut R.","Benneteau J.",22,56,1
"Open 13",Indoor,Hard,6,3,"Zverev M.","Khachanov K.",53,47,1
"Open 13",Indoor,Hard,6,3,"Simon G.","Krajinovic F.",66,36,1
"Open 13",Indoor,Hard,6,3,"Muller G.","Mahut N.",28,100,1
"Open 13",Indoor,Hard,6,3,"Travaglia S.","Berdych T.",129,17,1
"Open 13",Indoor,Hard,6,3,"Wawrinka S.","Ivashka I.",13,193,1
"Open 13",Indoor,Hard,3,3,"Benneteau J.","Khachanov K.",56,47,1
"Open 13",Indoor,Hard,3,3,"Dzumhur D.","Berdych T.",29,17,1
"Open 13",Indoor,Hard,3,3,"Krajinovic F.","Pouille L.",36,16,1
"Open 13",Indoor,Hard,3,3,"Mahut N.","Ivashka I.",100,193,1
"Open 13",Indoor,Hard,2,3,"Berdych T.","Khachanov K.",17,47,1
"Open 13",Indoor,Hard,2,3,"Ivashka I.","Pouille L.",193,16,1
"Open 13",Indoor,Hard,1,3,"Pouille L.","Khachanov K.",16,47,1
"Rio Open",Outdoor,Clay,7,3,"Garcia-Lopez G.","Jarry N.",67,94,1
"Rio Open",Outdoor,Clay,7,3,"Dutra Silva R.","Ramos-Vinolas A.",106,19,1
"Rio Open",Outdoor,Clay,7,3,"Carballes Baena R.","Sandgren T.",72,60,1
"Rio Open",Outdoor,Clay,7,3,"Mayer L.","Verdasco F.",49,40,1
"Rio Open",Outdoor,Clay,7,3,"Berlocq C.","Cilic M.",139,3,1
"Rio Open",Outdoor,Clay,7,3,"Pella G.","Elias G.",55,114,1
"Rio Open",Outdoor,Clay,7,3,"Bellucci T.","Fognini F.",123,21,1
"Rio Open",Outdoor,Clay,7,3,"Melzer G.","Andujar P.",110,1821,1
"Rio Open",Outdoor,Clay,7,3,"Estrella Burgos V.","Kicker N.",138,86,1
"Rio Open",Outdoor,Clay,7,3,"Ruud C.","Schwartzman D.",120,23,1
"Rio Open",Outdoor,Clay,7,3,"Monteiro T.","Cuevas P.",104,33,1
"Rio Open",Outdoor,Clay,7,3,"Vesely J.","Delbonis F.",61,63,1
"Rio Open",Outdoor,Clay,7,3,"Haider-Maurer A.","Bedene A.",417,43,1
"Rio Open",Outdoor,Clay,7,3,"Cecchinato M.","Carreno Busta P.",102,11,1
"Rio Open",Outdoor,Clay,7,3,"Zeballos H.","Monfils G.",68,39,1
"Rio Open",Outdoor,Clay,7,3,"Lajovic D.","Thiem D.",84,6,1
"Rio Open",Outdoor,Clay,6,3,"Delbonis F.","Schwartzman D.",63,23,1
"Rio Open",Outdoor,Clay,6,3,"Ramos-Vinolas A.","Jarry N.",19,94,1
"Rio Open",Outdoor,Clay,6,3,"Carreno Busta P.","Bedene A.",11,43,1
"Rio Open",Outdoor,Clay,6,3,"Elias G.","Cuevas P.",114,33,1
