tournament,court,surface,round_imp,best_of,player0,player1,rank0,rank1,winner
"Chennai Open",Outdoor,Hard,3,3,"Berrer M.","Wawrinka S.",74,21,1
"Chennai Open",Outdoor,Hard,3,3,"De Bakker T.","Tipsarevic J.",96,38,1
"Chennai Open",Outdoor,Hard,3,3,"Lacko L.","Sela D.",82,43,1
"Chennai Open",Outdoor,Hard,3,3,"Giraldo S.","Cilic M.",107,14,1
"Chennai Open",Outdoor,Hard,2,3,"Tipsarevic J.","Cilic M.",38,14,1
"Chennai Open",Outdoor,Hard,2,3,"Sela D.","Wawrinka S.",43,21,1
"Chennai Open",Outdoor,Hard,1,3,"Wawrinka S.","Cilic M.",21,14,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Gimeno-Traver D.","Troicki V.",72,29,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Youzhny M.","Stakhovsky S.",19,60,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Vassallo-Arguello M.","Korolev E.",99,53,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Hajji A.","Rochus O.",,57,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Lorenzi P.","Chiudinelli M.",84,56,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Fognini F.","Karlovic I.",54,37,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Gil F.","Starace P.",69,62,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Montanes A.","Gulbis E.",31,90,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"De Heart R.","El Aynaoui Y.",241,,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Garcia-Lopez G.","Darcis S.",41,122,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Hernandez O.","Seppi A.",70,49,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Koellerer D.","Becker B.",71,40,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Maamoun K.","Kubot L.",291,101,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Bolelli S.","Nadal R.",93,2,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Rochus C.","Federer R.",86,1,1
"Qatar Exxon Mobil Open",Outdoor,Hard,7,3,"Kukushkin M.","Davydenko N.",132,6,1
"Qatar Exxon Mobil Open",Outdoor,Hard,6,3,"El Aynaoui Y.","Darcis S.",,122,1
"Qatar Exxon Mobil Open",Outdoor,Hard,6,3,"Stakhovsky S.","Kubot L.",60,101,1
"Qatar Exxon Mobil Open",Outdoor,Hard,6,3,"Korolev E.","Federer R.",53,1,1
"Qatar Exxon Mobil Open",Outdoor,Hard,6,3,"Rochus O.","Troicki V.",57,29,1
"Qatar Exxon Mobil Open",Outdoor,Hard,6,3,"Chiudinelli M.","Davydenko N.",56,6,1
"Qatar Exxon Mobil Open",Outdoor,Hard,6,3,"Starace P.","Nadal R.",62,2,1
"Qatar Exxon Mobil Open",Outdoor,Hard,6,3,"Becker B.","Karlovic I.",40,37,1
"Qatar Exxon Mobil Open",Outdoor,Hard,6,3,"Seppi A.","Gulbis E.",49,90,1
"Qatar Exxon Mobil Open",Outdoor,Hard,3,3,"Kubot L.","Troicki V.",101,29,1
"Qatar Exxon Mobil Open",Outdoor,Hard,3,3,"Darcis S.","Nadal R.",122,2,1
"Qatar Exxon Mobil Open",Outdoor,Hard,3,3,"Gulbis E.","Federer R.",90,1,1
"Qatar Exxon Mobil Open",Outdoor,Hard,3,3,"Karlovic I.","Davydenko N.",37,6,1
"Qatar Exxon Mobil Open",Outdoor,Hard,2,3,"Troicki V.","Nadal R.",29,2,1
"Qatar Exxon Mobil Open",Outdoor,Hard,2,3,"Federer R.","Davydenko N.",1,6,1
"Qatar Exxon Mobil Open",Outdoor,Hard,1,3,"Nadal R.","Davydenko N.",2,6,1
"Heineken Open",Outdoor,Hard,7,3,"King-Turner D.","Statham J.",263,332,1
"Heineken Open",Outdoor,Hard,7,3,"Chiudinelli M.","Bellucci T.",56,34,1
"Heineken Open",Outdoor,Hard,7,3,"Fognini F.","Melzer J.",54,28,1
"Heineken Open",Outdoor,Hard,7,3,"Zeballos H.","Monaco J.",48,30,1
"Heineken Open",Outdoor,Hard,7,3,"Lemke J.","Montanes A.",456,31,1
"Heineken Open",Outdoor,Hard,7,3,"Evans D.","Lammer M.",266,209,1
"Heineken Open",Outdoor,Hard,7,3,"Garcia-Lopez G.","Isner J.",43,33,1
"Heineken Open",Outdoor,Hard,7,3,"Lorenzi P.","Greul S.",86,60,1
"Heineken Open",Outdoor,Hard,7,3,"Mayer F.","Grosjean S.",59,675,1
"Heineken Open",Outdoor,Hard,7,3,"Rochus O.","Gicquel M.",57,58,1
"Heineken Open",Outdoor,Hard,7,3,"Cervantes I.","Kohlschreiber P.",235,27,1
"Heineken Open",Outdoor,Hard,7,3,"Chardy J.","Clement A.",32,67,1
"Heineken Open",Outdoor,Hard,6,3,"Ferrero J.C.","Lammer M.",23,209,1
"Heineken Open",Outdoor,Hard,6,3,"Statham J.","Montanes A.",332,31,1
"Heineken Open",Outdoor,Hard,6,3,"Bellucci T.","Kohlschreiber P.",34,27,1
"Heineken Open",Outdoor,Hard,6,3,"Monaco J.","Isner J.",30,33,1
"Heineken Open",Outdoor,Hard,6,3,"Greul S.","Robredo T.",60,16,1
"Heineken Open",Outdoor,Hard,6,3,"Almagro N.","Gicquel M.",26,58,1
"Heineken Open",Outdoor,Hard,6,3,"Grosjean S.","Melzer J.",675,28,1
"Heineken Open",Outdoor,Hard,6,3,"Ferrer D.","Clement A.",17,67,1
"Heineken Open",Outdoor,Hard,3,3,"Lammer M.","Montanes A.",209,31,1
"Heineken Open",Outdoor,Hard,3,3,"Robredo T.","Isner J.",16,33,1
"Heineken Open",Outdoor,Hard,3,3,"Melzer J.","Clement A.",28,67,1
"Heineken Open",Outdoor,Hard,3,3,"Gicquel M.","Kohlschreiber P.",58,27,1
"Heineken Open",Outdoor,Hard,2,3,"Montanes A.","Isner J.",31,33,1
"Heineken Open",Outdoor,Hard,2,3,"Kohlschreiber P.","Clement A.",27,67,1
"Heineken Open",Outdoor,Hard,1,3,"Clement A.","Isner J.",67,33,1
"Medibank International",Outdoor,Hard,7,3,"Lopez F.","Gasquet R.",46,53,1
"Medibank International",Outdoor,Hard,7,3,"Matosevic M.","Seppi A.",184,49,1
"Medibank International",Outdoor,Hard,7,3,"Llodra M.","Cuevas P.",70,50,1
"Medibank International",Outdoor,Hard,7,3,"Lindahl N.","Baghdatis M.",233,42,1
"Medibank International",Outdoor,Hard,7,3,"Gil F.","Starace P.",69,62,1
"Medibank International",Outdoor,Hard,7,3,"Andreev I.","Mayer L.",36,76,1
"Medibank International",Outdoor,Hard,7,3,"Querrey S.","Korolev E.",25,52,1
"Medibank International",Outdoor,Hard,7,3,"Serra F.","Troicki V.",64,29,1
"Medibank International",Outdoor,Hard,7,3,"Chela J.I.","Becker B.",75,39,1
"Medibank International",Outdoor,Hard,7,3,"Sela D.","Benneteau J.",40,45,1
"Medibank International",Outdoor,Hard,7,3,"Ball C.","Fish M.",131,55,1
"Medibank International",Outdoor,Hard,7,3,"Acasuso J.","Luczak P.",51,78,1
"Medibank International",Outdoor,Hard,6,3,"Becker B.","Gasquet R.",39,53,1
"Medibank International",Outdoor,Hard,6,3,"Gimeno-Traver D.","Starace P.",73,62,1
"Medibank International",Outdoor,Hard,6,3,"Korolev E.","Fish M.",52,55,1
"Medibank International",Outdoor,Hard,6,3,"Cuevas P.","Mayer L.",50,76,1
"Medibank International",Outdoor,Hard,6,3,"Troicki V.","Baghdatis M.",29,42,1
"Medibank International",Outdoor,Hard,6,3,"Dent T.","Benneteau J.",83,45,1
"Medibank International",Outdoor,Hard,6,3,"Berdych T.","Luczak P.",21,78,1
"Medibank International",Outdoor,Hard,6,3,"Seppi A.","Hewitt L.",49,22,1
"Medibank International",Outdoor,Hard,3,3,"Starace P.","Gasquet R.",62,53,1
"Medibank International",Outdoor,Hard,3,3,"Mayer L.","Benneteau J.",76,45,1
"Medibank International",Outdoor,Hard,3,3,"Hewitt L.","Baghdatis M.",22,42,1
"Medibank International",Outdoor,Hard,3,3,"Luczak P.","Fish M.",78,55,1
"Medibank International",Outdoor,Hard,2,3,"Benneteau J.","Gasquet R.",45,53,1
"Medibank International",Outdoor,Hard,2,3,"Fish M.","Baghdatis M.",55,42,1
"Medibank International",Outdoor,Hard,1,3,"Gasquet R.","Baghdatis M.",53,42,1
"Australian Open",Outdoor,Hard,7,5,"Rochus O.","Gonzalez F.",59,11,1
"Australian Open",Outdoor,Hard,7,5,"Kubler J.","Ljubicic I.",86,24,1
"Australian Open",Outdoor,Hard,7,5,"Stepanek R.","Karlovic I.",13,39,1
"Australian Open",Outdoor,Hard,7,5,"Petzschner P.","Mayer F.",81,60,1
"Australian Open",Outdoor,Hard,7,5,"Kavcic B.","Odesnik W.",124,89,1
"Australian Open",Outdoor,Hard,7,5,"De Bakker T.","Roddick A.",80,7,1
"Australian Open",Outdoor,Hard,7,5,"Fish M.","Golubev A.",54,131,1
"Australian Open",Outdoor,Hard,7,5,"Anderson K.","Murray A.",148,4,1
"Australian Open",Outdoor,Hard,7,5,"Russell M.","Del Potro J.M.",90,5,1
"Australian Open",Outdoor,Hard,7,5,"Rufin G.","Tomic B.",173,289,1
"Australian Open",Outdoor,Hard,7,5,"Luczak P.","Nadal R.",70,2,1
"Australian Open",Outdoor,Hard,7,5,"Ball C.","Verdasco F.",129,9,1
"Australian Open",Outdoor,Hard,7,5,"Brands D.","Korolev E.",91,53,1
"Australian Open",Outdoor,Hard,7,5,"Haase R.","Berdych T.",390,21,1
"Australian Open",Outdoor,Hard,7,5,"Lu Y.H.","Sorensen L.",101,284,1
"Australian Open",Outdoor,Hard,7,5,"Seppi A.","Isner J.",49,28,1
"Australian Open",Outdoor,Hard,7,5,"Sela D.","Sergeyev I.",41,209,1
"Australian Open",Outdoor,Hard,7,5,"Ebden M.","Monfils G.",251,12,1
"Australian Open",Outdoor,Hard,7,5,"Cuevas P.","Lopez F.",48,46,1
"Australian Open",Outdoor,Hard,7,5,"Lindahl N.","Nieminen J.",235,132,1
"Australian Open",Outdoor,Hard,7,5,"Santoro F.","Cilic M.",67,14,1
"Australian Open",Outdoor,Hard,7,5,"Querrey S.","Schuettler R.",29,107,1
"Australian Open",Outdoor,Hard,7,5,"Garcia-Lopez G.","Wawrinka S.",44,19,1
"Australian Open",Outdoor,Hard,7,5,"Acasuso J.","Kunitsyn I.",51,100,1
"Australian Open",Outdoor,Hard,7,5,"Kindlmann D.","Davydenko N.",175,6,1
"Australian Open",Outdoor,Hard,7,5,"Grosjean S.","Ilhan M.",564,154,1
"Australian Open",Outdoor,Hard,7,5,"Guez D.","Benneteau J.",133,43,1
"Australian Open",Outdoor,Hard,7,5,"Mayer L.","Lacko L.",69,75,1
"Australian Open",Outdoor,Hard,7,5,"Melzer J.","Serra F.",27,64,1
"Australian Open",Outdoor,Hard,7,5,"Gabashvili T.","Bellucci T.",102,35,1
"Australian Open",Outdoor,Hard,7,5,"Clement A.","Blake J.",55,45,1
"Australian Open",Outdoor,Hard,7,5,"Soderling R.","Granollers M.",8,113,1
"Australian Open",Outdoor,Hard,7,5,"Zeballos H.","Kohlschreiber P.",50,26,1
"Australian Open",Outdoor,Hard,7,5,"Bolelli S.","Gicquel M.",98,57,1
"Australian Open",Outdoor,Hard,7,5,"Andreev I.","Federer R.",37,1,1
"Australian Open",Outdoor,Hard,7,5,"Zverev M.","Kubot L.",78,86,1
"Australian Open",Outdoor,Hard,7,5,"Lapentti N.","Troicki V.",94,30,1
"Australian Open",Outdoor,Hard,7,5,"Robredo T.","Giraldo S.",16,114,1
"Australian Open",Outdoor,Hard,7,5,"Ram R.","Koubek S.",84,134,1
"Australian Open",Outdoor,Hard,7,5,"Koellerer D.","Veic A.",73,224,1
"Australian Open",Outdoor,Hard,7,5,"Gulbis E.","Monaco J.",82,33,1
"Australian Open",Outdoor,Hard,7,5,"Moya C.","Marchenko I.",509,119,1
"Australian Open",Outdoor,Hard,7,5,"Greul S.","Haas T.",61,17,1
"Australian Open",Outdoor,Hard,7,5,"Stakhovsky S.","Tsonga J.W.",62,10,1
"Australian Open",Outdoor,Hard,7,5,"Lorenzi P.","Baghdatis M.",83,31,1
"Australian Open",Outdoor,Hard,7,5,"Gil F.","Ferrer D.",68,18,1
"Australian Open",Outdoor,Hard,7,5,"Harrison R.","Tipsarevic J.",341,36,1
"Australian Open",Outdoor,Hard,7,5,"Ferrero J.C.","Dodig I.",23,185,1
"Australian Open",Outdoor,Hard,7,5,"Vassallo-Arguello M.","Llodra M.",96,72,1
"Australian Open",Outdoor,Hard,7,5,"Daniel M.","Falla A.",88,77,1
"Australian Open",Outdoor,Hard,7,5,"Fognini F.","Dent T.",56,79,1
"Australian Open",Outdoor,Hard,7,5,"Ginepri R.","Hajek J.",99,92,1
"Australian Open",Outdoor,Hard,7,5,"Chela J.I.","Hanescu V.",76,47,1
"Australian Open",Outdoor,Hard,7,5,"Hernandez O.","Montanes A.",71,32,1
"Australian Open",Outdoor,Hard,7,5,"Zemlja G.","Becker B.",169,38,1
"Australian Open",Outdoor,Hard,7,5,"Gasquet R.","Youzhny M.",52,20,1
"Australian Open",Outdoor,Hard,7,5,"Hocevar R.","Hewitt L.",194,22,1
"Australian Open",Outdoor,Hard,7,5,"Matosevic M.","Chiudinelli M.",180,58,1
"Australian Open",Outdoor,Hard,7,5,"Starace P.","Robert S.",63,104,1
"Australian Open",Outdoor,Hard,7,5,"Rochus C.","Young D.",85,195,1
"Australian Open",Outdoor,Hard,7,5,"Gimeno-Traver D.","Djokovic N.",74,3,1
"Australian Open",Outdoor,Hard,7,5,"Vliegen K.","Berrer M.",112,66,1
"Australian Open",Outdoor,Hard,7,5,"Chardy J.","Istomin D.",34,103,1
"Australian Open",Outdoor,Hard,7,5,"Malisse X.","Almagro N.",93,25,1
"Australian Open",Outdoor,Hard,6,5,"Ilhan M.","Gonzalez F.",154,11,1
"Australian Open",Outdoor,Hard,6,5,"Bellucci T.","Roddick A.",35,7,1
"Australian Open",Outdoor,Hard,6,5,"Berdych T.","Korolev E.",21,53,1
"Australian Open",Outdoor,Hard,6,5,"Schuettler R.","Lopez F.",107,46,1
"Australian Open",Outdoor,Hard,6,5,"Odesnik W.","Kohlschreiber P.",89,26,1
"Australian Open",Outdoor,Hard,6,5,"Lacko L.","Nadal R.",75,2,1
"Australian Open",Outdoor,Hard,6,5,"Sorensen L.","Isner J.",284,28,1
"Australian Open",Outdoor,Hard,6,5,"Golubev A.","Ljubicic I.",131,24,1
"Australian Open",Outdoor,Hard,6,5,"Kunitsyn I.","Wawrinka S.",100,19,1
"Australian Open",Outdoor,Hard,6,5,"Veic A.","Monfils G.",224,12,1
"Australian Open",Outdoor,Hard,6,5,"Troicki V.","Mayer F.",30,60,1
"Australian Open",Outdoor,Hard,6,5,"Nieminen J.","Serra F.",132,64,1
"Australian Open",Outdoor,Hard,6,5,"Blake J.","Del Potro J.M.",45,5,1
"Australian Open",Outdoor,Hard,6,5,"Benneteau J.","Karlovic I.",43,39,1
"Australian Open",Outdoor,Hard,6,5,"Gicquel M.","Murray A.",57,4,1
"Australian Open",Outdoor,Hard,6,5,"Tomic B.","Cilic M.",289,14,1
"Australian Open",Outdoor,Hard,6,5,"Marchenko I.","Davydenko N.",119,6,1
"Australian Open",Outdoor,Hard,6,5,"Becker B.","Almagro N.",38,25,1
"Australian Open",Outdoor,Hard,6,5,"Berrer M.","Istomin D.",66,103,1
"Australian Open",Outdoor,Hard,6,5,"Ferrer D.","Baghdatis M.",18,31,1
"Australian Open",Outdoor,Hard,6,5,"Chiudinelli M.","Djokovic N.",58,3,1
"Australian Open",Outdoor,Hard,6,5,"Llodra M.","Monaco J.",72,33,1
"Australian Open",Outdoor,Hard,6,5,"Granollers M.","Falla A.",113,77,1
"Australian Open",Outdoor,Hard,6,5,"Hajek J.","Youzhny M.",92,20,1
"Australian Open",Outdoor,Hard,6,5,"Giraldo S.","Kubot L.",114,86,1
"Australian Open",Outdoor,Hard,6,5,"Tipsarevic J.","Haas T.",36,17,1
"Australian Open",Outdoor,Hard,6,5,"Dodig I.","Koubek S.",185,134,1
"Australian Open",Outdoor,Hard,6,5,"Young D.","Hewitt L.",195,22,1
"Australian Open",Outdoor,Hard,6,5,"Robert S.","Montanes A.",104,32,1
"Australian Open",Outdoor,Hard,6,5,"Dent T.","Tsonga J.W.",79,10,1
"Australian Open",Outdoor,Hard,6,5,"Hanescu V.","Federer R.",47,1,1
"Australian Open",Outdoor,Hard,6,5,"Sergeyev I.","Verdasco F.",209,9,1
"Australian Open",Outdoor,Hard,5,5,"Lopez F.","Roddick A.",46,7,1
"Australian Open",Outdoor,Hard,5,5,"Korolev E.","Gonzalez F.",53,11,1
"Australian Open",Outdoor,Hard,5,5,"Serra F.","Murray A.",64,4,1
"Australian Open",Outdoor,Hard,5,5,"Monfils G.","Isner J.",12,28,1
"Australian Open",Outdoor,Hard,5,5,"Mayer F.","Del Potro J.M.",60,5,1
"Australian Open",Outdoor,Hard,5,5,"Wawrinka S.","Cilic M.",19,14,1
"Australian Open",Outdoor,Hard,5,5,"Kohlschreiber P.","Nadal R.",26,2,1
"Australian Open",Outdoor,Hard,5,5,"Ljubicic I.","Karlovic I.",24,39,1
"Australian Open",Outdoor,Hard,5,5,"Youzhny M.","Kubot L.",20,86,1
"Australian Open",Outdoor,Hard,5,5,"Montanes A.","Federer R.",32,1,1
"Australian Open",Outdoor,Hard,5,5,"Monaco J.","Davydenko N.",33,6,1
"Australian Open",Outdoor,Hard,5,5,"Istomin D.","Djokovic N.",103,3,1
"Australian Open",Outdoor,Hard,5,5,"Koubek S.","Verdasco F.",134,9,1
"Australian Open",Outdoor,Hard,5,5,"Falla A.","Almagro N.",77,25,1
"Australian Open",Outdoor,Hard,5,5,"Haas T.","Tsonga J.W.",17,10,1
"Australian Open",Outdoor,Hard,5,5,"Baghdatis M.","Hewitt L.",31,22,1
"Australian Open",Outdoor,Hard,4,5,"Isner J.","Murray A.",28,4,1
"Australian Open",Outdoor,Hard,4,5,"Karlovic I.","Nadal R.",39,2,1
"Australian Open",Outdoor,Hard,4,5,"Del Potro J.M.","Cilic M.",5,14,1
"Australian Open",Outdoor,Hard,4,5,"Gonzalez F.","Roddick A.",11,7,1
"Australian Open",Outdoor,Hard,4,5,"Verdasco F.","Davydenko N.",9,6,1
"Australian Open",Outdoor,Hard,4,5,"Kubot L.","Djokovic N.",86,3,1
"Australian Open",Outdoor,Hard,4,5,"Almagro N.","Tsonga J.W.",25,10,1
"Australian Open",Outdoor,Hard,4,5,"Hewitt L.","Federer R.",22,1,1
"Australian Open",Outdoor,Hard,3,5,"Roddick A.","Cilic M.",7,14,1
"Australian Open",Outdoor,Hard,3,5,"Nadal R.","Murray A.",2,4,1
"Australian Open",Outdoor,Hard,3,5,"Davydenko N.","Federer R.",6,1,1
"Australian Open",Outdoor,Hard,3,5,"Djokovic N.","Tsonga J.W.",3,10,1
"Australian Open",Outdoor,Hard,2,5,"Cilic M.","Murray A.",14,4,1
"Australian Open",Outdoor,Hard,2,5,"Tsonga J.W.","Federer R.",10,1,1
"Australian Open",Outdoor,Hard,1,5,"Murray A.","Federer R.",4,1,1
"SA Tennis Open",Outdoor,Hard,7,3,"Ascione T.","Kavcic B.",147,117,1
"SA Tennis Open",Outdoor,Hard,7,3,"Evans B.","Robert S.",166,100,1
"SA Tennis Open",Outdoor,Hard,7,3,"Darcis S.","Recouderc L.",104,139,1
"SA Tennis Open",Outdoor,Hard,7,3,"De Voest R.","Ram R.",233,83,1
"SA Tennis Open",Outdoor,Hard,7,3,"Navarro-Pastor I.","Prpic F.",126,316,1
"SA Tennis Open",Outdoor,Hard,7,3,"Nieminen J.","Lu Y.H.",127,125,1
"SA Tennis Open",Outdoor,Hard,7,3,"Guez D.","Klaasen R.",132,375,1
"SA Tennis Open",Outdoor,Hard,7,3,"Chiudinelli M.","Brown D.",53,141,1
"SA Tennis Open",Outdoor,Hard,7,3,"Levy H.","Ouanna J.",118,121,1
"SA Tennis Open",Outdoor,Hard,7,3,"Balleret B.","Lopez F.",234,39,1
"SA Tennis Open",Outdoor,Hard,7,3,"Wolmarans F.","Phau B.",409,128,1
"SA Tennis Open",Outdoor,Hard,7,3,"Okun N.","Van Der Merwe I.",247,290,1
"SA Tennis Open",Outdoor,Hard,7,3,"Malisse X.","Devvarman S.",106,162,1
"SA Tennis Open",Outdoor,Hard,7,3,"Hrbaty D.","Monfils G.",154,13,1
"SA Tennis Open",Outdoor,Hard,7,3,"Dolgopolov O.","Alves T.",115,134,1
"SA Tennis Open",Outdoor,Hard,7,3,"Beck K.","Ferrer D.",131,18,1
"SA Tennis Open",Outdoor,Hard,6,3,"Recouderc L.","Brown D.",139,141,1
"SA Tennis Open",Outdoor,Hard,6,3,"Phau B.","Ram R.",128,83,1
"SA Tennis Open",Outdoor,Hard,6,3,"Van Der Merwe I.","Robert S.",290,100,1
"SA Tennis Open",Outdoor,Hard,6,3,"Kavcic B.","Lopez F.",117,39,1
"SA Tennis Open",Outdoor,Hard,6,3,"Alves T.","Devvarman S.",134,162,1
"SA Tennis Open",Outdoor,Hard,6,3,"Prpic F.","Ferrer D.",316,18,1
"SA Tennis Open",Outdoor,Hard,6,3,"Klaasen R.","Lu Y.H.",375,125,1
"SA Tennis Open",Outdoor,Hard,6,3,"Ouanna J.","Monfils G.",121,13,1
"SA Tennis Open",Outdoor,Hard,3,3,"Brown D.","Robert S.",141,100,1
"SA Tennis Open",Outdoor,Hard,3,3,"Devvarman S.","Ferrer D.",162,18,1
"SA Tennis Open",Outdoor,Hard,3,3,"Ram R.","Lopez F.",83,39,1
"SA Tennis Open",Outdoor,Hard,3,3,"Lu Y.H.","Monfils G.",125,13,1
"SA Tennis Open",Outdoor,Hard,2,3,"Ferrer D.","Robert S.",18,100,1
"SA Tennis Open",Outdoor,Hard,2,3,"Monfils G.","Lopez F.",13,39,1
"SA Tennis Open",Outdoor,Hard,1,3,"Robert S.","Lopez F.",100,39,1
"Movistar Open",Outdoor,Clay,7,3,"Vassallo-Arguello M.","Granollers M.",99,112,1
"Movistar Open",Outdoor,Clay,7,3,"Starace P.","Luczak P.",64,73,1
"Movistar Open",Outdoor,Clay,7,3,"Daniel M.","Martin A.",89,129,1
"Movistar Open",Outdoor,Clay,7,3,"Aguilar J.","Chela J.I.",223,77,1
"Movistar Open",Outdoor,Clay,7,3,"Massu N.","Monaco J.",98,29,1
"Movistar Open",Outdoor,Clay,7,3,"Ventura S.","Riba P.",107,119,1
"Movistar Open",Outdoor,Clay,7,3,"Zeballos H.","Kubot L.",51,61,1
"Movistar Open",Outdoor,Clay,7,3,"Aranguren J.M.","Marrero D.",257,158,1
"Movistar Open",Outdoor,Clay,7,3,"Lapentti N.","Bellucci T.",97,35,1
"Movistar Open",Outdoor,Clay,7,3,"Greul S.","Souza J.",63,208,1
"Movistar Open",Outdoor,Clay,7,3,"Podlipnik H.","Acasuso J.",517,49,1
"Movistar Open",Outdoor,Clay,7,3,"Lorenzi P.","Schwank E.",86,79,1
"Movistar Open",Outdoor,Clay,7,3,"Crivoi V.","Ramirez-Hidalgo R.",120,156,1
"Movistar Open",Outdoor,Clay,7,3,"Saavedra Corvalan C.","Capdeville P.",395,143,1
"Movistar Open",Outdoor,Clay,7,3,"Cuevas P.","Mello R.",47,138,1
"Movistar Open",Outdoor,Clay,7,3,"Hernandez O.","Gonzalez F.",71,11,1
"Movistar Open",Outdoor,Clay,6,3,"Riba P.","Souza J.",119,208,1
"Movistar Open",Outdoor,Clay,6,3,"Mello R.","Martin A.",138,129,1
"Movistar Open",Outdoor,Clay,6,3,"Kubot L.","Granollers M.",61,112,1
"Movistar Open",Outdoor,Clay,6,3,"Ramirez-Hidalgo R.","Gonzalez F.",156,11,1
"Movistar Open",Outdoor,Clay,6,3,"Marrero D.","Luczak P.",158,73,1
"Movistar Open",Outdoor,Clay,6,3,"Acasuso J.","Schwank E.",49,79,1
"Movistar Open",Outdoor,Clay,6,3,"Chela J.I.","Monaco J.",77,29,1
"Movistar Open",Outdoor,Clay,6,3,"Capdeville P.","Bellucci T.",143,35,1
"Movistar Open",Outdoor,Clay,3,3,"Martin A.","Souza J.",129,208,1
"Movistar Open",Outdoor,Clay,3,3,"Luczak P.","Monaco J.",73,29,1
"Movistar Open",Outdoor,Clay,3,3,"Schwank E.","Bellucci T.",79,35,1
"Movistar Open",Outdoor,Clay,3,3,"Granollers M.","Gonzalez F.",112,11,1
"Movistar Open",Outdoor,Clay,2,3,"Souza J.","Monaco J.",208,29,1
"Movistar Open",Outdoor,Clay,2,3,"Gonzalez F.","Bellucci T.",11,35,1
"Movistar Open",Outdoor,Clay,1,3,"Monaco J.","Bellucci T.",29,35,1
"PBZ Zagreb Indoors",Indoor,Hard,7,3,"Brands D.","Melzer J.",93,32,1
"PBZ Zagreb Indoors",Indoor,Hard,7,3,"Kunitsyn I.","Rochus O.",90,56,1
"PBZ Zagreb Indoors",Indoor,Hard,7,3,"Zverev M.","Kukushkin M.",82,124,1
"PBZ Zagreb Indoors",Indoor,Hard,7,3,"Korolev E.","Dodig I.",50,153,1
"PBZ Zagreb Indoors",Indoor,Hard,7,3,"Bolelli S.","Marchenko I.",109,102,1
"PBZ Zagreb Indoors",Indoor,Hard,7,3,"Schuettler R.","Troicki V.",96,31,1
"PBZ Zagreb Indoors",Indoor,Hard,7,3,"Vinciguerra A.","Becker B.",242,41,1
"PBZ Zagreb Indoors",Indoor,Hard,7,3,"Istomin D.","Lacko L.",91,72,1
"PBZ Zagreb Indoors",Indoor,Hard,7,3,"Rochus C.","Petzschner P.",87,84,1
"PBZ Zagreb Indoors",Indoor,Hard,7,3,"Golubev A.","Koellerer D.",105,75,1
"PBZ Zagreb Indoors",Indoor,Hard,7,3,"Bozoljac I.","Jelenic P.",176,544,1
"PBZ Zagreb Indoors",Indoor,Hard,7,3,"Tipsarevic J.","Berrer M.",36,65,1
"PBZ Zagreb Indoors",Indoor,Hard,7,3,"Bemelmans R.","Sidorenko A.",191,187,1
"PBZ Zagreb Indoors",Indoor,Hard,7,3,"Clement A.","Ljubicic I.",60,24,1
"PBZ Zagreb Indoors",Indoor,Hard,7,3,"Hajek J.","Cilic M.",81,10,1
"PBZ Zagreb Indoors",Indoor,Hard,7,3,"Veic A.","Karlovic I.",183,33,1
"PBZ Zagreb Indoors",Indoor,Hard,6,3,"Dodig I.","Marchenko I.",153,102,1
"PBZ Zagreb Indoors",Indoor,Hard,6,3,"Rochus O.","Melzer J.",56,32,1
"PBZ Zagreb Indoors",Indoor,Hard,6,3,"Kukushkin M.","Troicki V.",124,31,1
"PBZ Zagreb Indoors",Indoor,Hard,6,3,"Jelenic P.","Berrer M.",544,65,1
"PBZ Zagreb Indoors",Indoor,Hard,6,3,"Becker B.","Petzschner P.",41,84,1
"PBZ Zagreb Indoors",Indoor,Hard,6,3,"Ljubicic I.","Lacko L.",24,72,1
"PBZ Zagreb Indoors",Indoor,Hard,6,3,"Koellerer D.","Cilic M.",75,10,1
"PBZ Zagreb Indoors",Indoor,Hard,6,3,"Sidorenko A.","Karlovic I.",187,33,1
"PBZ Zagreb Indoors",Indoor,Hard,3,3,"Troicki V.","Berrer M.",31,65,1
"PBZ Zagreb Indoors",Indoor,Hard,3,3,"Lacko L.","Petzschner P.",72,84,1
"PBZ Zagreb Indoors",Indoor,Hard,3,3,"Karlovic I.","Cilic M.",33,10,1
"PBZ Zagreb Indoors",Indoor,Hard,3,3,"Marchenko I.","Melzer J.",102,32,1
