location,tournament,match_date,series,court,surface,round,best_of,winner,loser,wrank,lrank,w1,l1,w2,l2,w3,l3,w4,l4,w5,l5,wsets,lsets,tourney_id,wpts,lpts
Metz,Open de Moselle,2004-10-13,International,Indoor,Hard,2nd Round,3,Ljubicic I.,Sluiter R.,29.0,89.0,4,6,6,3,7,6,0,0,0,0,2.0,1.0,2004-059,,
Metz,Open de Moselle,2004-10-14,International,Indoor,Hard,2nd Round,3,Corretja A.,Carraz G.,86.0,84.0,4,6,7,6,6,4,0,0,0,0,2.0,1.0,2004-059,,
Metz,Open de Moselle,2004-10-14,International,Indoor,Hard,2nd Round,3,Mathieu P.H.,Serra F.,149.0,208.0,7,6,6,1,0,0,0,0,0,0,2.0,0.0,2004-059,,
Metz,Open de Moselle,2004-10-14,International,Indoor,Hard,2nd Round,3,Monfils G.,Patience O.,368.0,116.0,6,4,6,4,0,0,0,0,0,0,2.0,0.0,2004-059,,
Metz,Open de Moselle,2004-10-14,International,Indoor,Hard,2nd Round,3,Morrison J.,Benneteau J.,101.0,71.0,6,4,4,6,6,1,0,0,0,0,2.0,1.0,2004-059,,
Metz,Open de Moselle,2004-10-15,International,Indoor,Hard,Quarterfinals,3,Gasquet R.,Monfils G.,151.0,368.0,7,5,6,1,0,0,0,0,0,0,2.0,0.0,2004-059,,
Metz,Open de Moselle,2004-10-15,International,Indoor,Hard,Quarterfinals,3,Haehnel J.,Clement A.,185.0,117.0,5,7,6,2,7,5,0,0,0,0,2.0,1.0,2004-059,,
Metz,Open de Moselle,2004-10-15,International,Indoor,Hard,Quarterfinals,3,Mathieu P.H.,Ljubicic I.,149.0,29.0,7,6,6,4,0,0,0,0,0,0,2.0,0.0,2004-059,,
Metz,Open de Moselle,2004-10-15,International,Indoor,Hard,Quarterfinals,3,Morrison J.,Corretja A.,101.0,86.0,7,5,6,4,0,0,0,0,0,0,2.0,0.0,2004-059,,
Metz,Open de Moselle,2004-10-16,International,Indoor,Hard,Semifinals,3,Gasquet R.,Morrison J.,151.0,101.0,6,1,6,4,0,0,0,0,0,0,2.0,0.0,2004-059,,
Metz,Open de Moselle,2004-10-16,International,Indoor,Hard,Semifinals,3,Haehnel J.,Mathieu P.H.,185.0,149.0,6,7,7,6,7,6,0,0,0,0,2.0,1.0,2004-059,,
Metz,Open de Moselle,2004-10-17,International,Indoor,Hard,The Final,3,Haehnel J.,Gasquet R.,185.0,151.0,7,6,6,4,0,0,0,0,0,0,2.0,0.0,2004-059,,
Moscow,Kremlin Cup,2004-10-11,International,Indoor,Carpet,1st Round,3,Johansson J.,Hernych J.,14.0,85.0,6,4,6,2,0,0,0,0,0,0,2.0,0.0,2004-060,,
Moscow,Kremlin Cup,2004-10-11,International,Indoor,Carpet,1st Round,3,Kunitsyn I.,Berdych T.,216.0,36.0,6,2,6,4,0,0,0,0,0,0,2.0,0.0,2004-060,,
Moscow,Kremlin Cup,2004-10-11,International,Indoor,Carpet,1st Round,3,Rusedski G.,Karlovic I.,81.0,63.0,7,6,6,2,0,0,0,0,0,0,2.0,0.0,2004-060,,
Moscow,Kremlin Cup,2004-10-11,International,Indoor,Carpet,1st Round,3,Safin M.,Mirnyi M.,9.0,73.0,6,7,7,6,7,6,0,0,0,0,2.0,1.0,2004-060,,
Moscow,Kremlin Cup,2004-10-11,International,Indoor,Carpet,1st Round,3,Sargsian S.,Gabashvili T.,60.0,252.0,6,2,6,1,0,0,0,0,0,0,2.0,0.0,2004-060,,
Moscow,Kremlin Cup,2004-10-12,International,Indoor,Carpet,1st Round,3,Beck K.,Heuberger I.,54.0,127.0,6,4,6,4,0,0,0,0,0,0,2.0,0.0,2004-060,,
Moscow,Kremlin Cup,2004-10-12,International,Indoor,Carpet,1st Round,3,Carlsen K.,Pless K.,88.0,241.0,6,0,6,4,0,0,0,0,0,0,2.0,0.0,2004-060,,
Moscow,Kremlin Cup,2004-10-12,International,Indoor,Carpet,1st Round,3,Davydenko N.,Stakhovsky S.,43.0,521.0,6,0,6,3,0,0,0,0,0,0,2.0,0.0,2004-060,,
Moscow,Kremlin Cup,2004-10-12,International,Indoor,Carpet,1st Round,3,Hrbaty D.,Johansson T.,17.0,44.0,6,4,4,6,6,3,0,0,0,0,2.0,1.0,2004-060,,
Moscow,Kremlin Cup,2004-10-12,International,Indoor,Carpet,1st Round,3,Saulnier C.,Stoliarov A.,59.0,361.0,6,4,5,7,7,6,0,0,0,0,2.0,1.0,2004-060,,
Moscow,Kremlin Cup,2004-10-12,International,Indoor,Carpet,1st Round,3,Stepanek R.,Labadze I.,70.0,64.0,6,2,6,1,0,0,0,0,0,0,2.0,0.0,2004-060,,
Moscow,Kremlin Cup,2004-10-12,International,Indoor,Carpet,1st Round,3,Voltchkov V.,Elseneer G.,168.0,102.0,6,2,7,6,0,0,0,0,0,0,2.0,0.0,2004-060,,
Moscow,Kremlin Cup,2004-10-12,International,Indoor,Carpet,1st Round,3,Youzhny M.,Rosset M.,33.0,142.0,4,6,6,3,6,2,0,0,0,0,2.0,1.0,2004-060,,
Moscow,Kremlin Cup,2004-10-13,International,Indoor,Carpet,1st Round,3,Andreev I.,Spadea V.,46.0,22.0,6,4,4,6,6,4,0,0,0,0,2.0,1.0,2004-060,,
Moscow,Kremlin Cup,2004-10-13,International,Indoor,Carpet,1st Round,3,Bjorkman J.,Sanchez D.,50.0,74.0,4,6,6,1,6,2,0,0,0,0,2.0,1.0,2004-060,,
Moscow,Kremlin Cup,2004-10-13,International,Indoor,Carpet,1st Round,3,Volandri F.,Soderling R.,37.0,32.0,3,6,6,1,7,6,0,0,0,0,2.0,1.0,2004-060,,
Moscow,Kremlin Cup,2004-10-13,International,Indoor,Carpet,2nd Round,3,Davydenko N.,Sargsian S.,43.0,60.0,6,2,6,4,0,0,0,0,0,0,2.0,0.0,2004-060,,
Moscow,Kremlin Cup,2004-10-13,International,Indoor,Carpet,2nd Round,3,Johansson J.,Saulnier C.,14.0,59.0,6,2,6,4,0,0,0,0,0,0,2.0,0.0,2004-060,,
Moscow,Kremlin Cup,2004-10-13,International,Indoor,Carpet,2nd Round,3,Kunitsyn I.,Beck K.,216.0,54.0,7,6,7,5,0,0,0,0,0,0,2.0,0.0,2004-060,,
Moscow,Kremlin Cup,2004-10-13,International,Indoor,Carpet,2nd Round,3,Stepanek R.,Safin M.,70.0,9.0,7,6,4,6,6,3,0,0,0,0,2.0,1.0,2004-060,,
Moscow,Kremlin Cup,2004-10-14,International,Indoor,Carpet,2nd Round,3,Carlsen K.,Andreev I.,88.0,46.0,7,6,4,6,6,1,0,0,0,0,2.0,1.0,2004-060,,
Moscow,Kremlin Cup,2004-10-14,International,Indoor,Carpet,2nd Round,3,Hrbaty D.,Voltchkov V.,17.0,168.0,4,6,7,5,7,6,0,0,0,0,2.0,1.0,2004-060,,
Moscow,Kremlin Cup,2004-10-14,International,Indoor,Carpet,2nd Round,3,Rusedski G.,Volandri F.,81.0,37.0,6,2,6,4,0,0,0,0,0,0,2.0,0.0,2004-060,,
Moscow,Kremlin Cup,2004-10-14,International,Indoor,Carpet,2nd Round,3,Youzhny M.,Bjorkman J.,33.0,50.0,6,4,6,2,0,0,0,0,0,0,2.0,0.0,2004-060,,
Moscow,Kremlin Cup,2004-10-15,International,Indoor,Carpet,Quarterfinals,3,Davydenko N.,Stepanek R.,43.0,70.0,7,6,5,7,6,1,0,0,0,0,2.0,1.0,2004-060,,
Moscow,Kremlin Cup,2004-10-15,International,Indoor,Carpet,Quarterfinals,3,Hrbaty D.,Kunitsyn I.,17.0,216.0,7,6,6,4,0,0,0,0,0,0,2.0,0.0,2004-060,,
Moscow,Kremlin Cup,2004-10-15,International,Indoor,Carpet,Quarterfinals,3,Rusedski G.,Johansson J.,81.0,14.0,7,6,6,7,7,6,0,0,0,0,2.0,1.0,2004-060,,
Moscow,Kremlin Cup,2004-10-15,International,Indoor,Carpet,Quarterfinals,3,Youzhny M.,Carlsen K.,33.0,88.0,6,2,7,6,0,0,0,0,0,0,2.0,0.0,2004-060,,
Moscow,Kremlin Cup,2004-10-16,International,Indoor,Carpet,Semifinals,3,Davydenko N.,Youzhny M.,43.0,33.0,7,5,6,7,7,5,0,0,0,0,2.0,1.0,2004-060,,
Moscow,Kremlin Cup,2004-10-16,International,Indoor,Carpet,Semifinals,3,Rusedski G.,Hrbaty D.,81.0,17.0,6,4,6,3,0,0,0,0,0,0,2.0,0.0,2004-060,,
Moscow,Kremlin Cup,2004-10-17,International,Indoor,Carpet,The Final,3,Davydenko N.,Rusedski G.,43.0,81.0,3,6,6,3,7,5,0,0,0,0,2.0,1.0,2004-060,,
Vienna,CA Tennis Trophy,2004-10-11,International Gold,Indoor,Hard,1st Round,3,Canas G.,Knowle J.,26.0,255.0,6,2,6,4,0,0,0,0,0,0,2.0,0.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-11,International Gold,Indoor,Hard,1st Round,3,de Voest R.,Tipsarevic J.,213.0,106.0,6,3,6,4,0,0,0,0,0,0,2.0,0.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-11,International Gold,Indoor,Hard,1st Round,3,Ginepri R.,Starace P.,57.0,77.0,4,6,7,6,6,4,0,0,0,0,2.0,1.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-11,International Gold,Indoor,Hard,1st Round,3,Lopez F.,Calleri A.,31.0,56.0,1,6,7,5,6,3,0,0,0,0,2.0,1.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-11,International Gold,Indoor,Hard,1st Round,3,Mayer F.,Chela J.I.,34.0,20.0,6,4,6,4,0,0,0,0,0,0,2.0,0.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-12,International Gold,Indoor,Hard,1st Round,3,Haas T.,Moodie W.,30.0,172.0,6,3,6,0,0,0,0,0,0,0,2.0,0.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-12,International Gold,Indoor,Hard,1st Round,3,Horna L.,Ferrer D.,41.0,38.0,6,3,6,2,0,0,0,0,0,0,2.0,0.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-12,International Gold,Indoor,Hard,1st Round,3,Koubek S.,Martin A.,96.0,65.0,7,5,6,1,0,0,0,0,0,0,2.0,0.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-12,International Gold,Indoor,Hard,1st Round,3,Massu N.,Kucera K.,11.0,114.0,6,4,6,7,6,4,0,0,0,0,2.0,1.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-12,International Gold,Indoor,Hard,1st Round,3,Nalbandian D.,Seppi A.,10.0,135.0,6,4,6,3,0,0,0,0,0,0,2.0,0.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-12,International Gold,Indoor,Hard,1st Round,3,Sanguinetti D.,Zabaleta M.,97.0,53.0,7,6,7,5,0,0,0,0,0,0,2.0,0.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-13,International Gold,Indoor,Hard,1st Round,3,Dent T.,Gruber K.,40.0,633.0,6,1,6,3,0,0,0,0,0,0,2.0,0.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-13,International Gold,Indoor,Hard,1st Round,3,Peya A.,Weiner G.,118.0,132.0,6,3,3,6,6,2,0,0,0,0,2.0,1.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-13,International Gold,Indoor,Hard,1st Round,3,Schuettler R.,Melzer J.,21.0,35.0,6,4,1,6,6,3,0,0,0,0,2.0,1.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-13,International Gold,Indoor,Hard,1st Round,3,Srichaphan P.,Costa A.,25.0,52.0,6,4,6,4,0,0,0,0,0,0,2.0,0.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-13,International Gold,Indoor,Hard,1st Round,3,Ulihrach B.,Enqvist T.,104.0,58.0,3,6,6,4,6,4,0,0,0,0,2.0,1.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-14,International Gold,Indoor,Hard,2nd Round,3,Canas G.,Dent T.,26.0,40.0,6,4,6,4,0,0,0,0,0,0,2.0,0.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-14,International Gold,Indoor,Hard,2nd Round,3,Ginepri R.,Srichaphan P.,57.0,25.0,6,2,6,1,0,0,0,0,0,0,2.0,0.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-14,International Gold,Indoor,Hard,2nd Round,3,Haas T.,Mayer F.,30.0,34.0,6,3,6,4,0,0,0,0,0,0,2.0,0.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-14,International Gold,Indoor,Hard,2nd Round,3,Lopez F.,Ulihrach B.,31.0,104.0,6,1,6,4,0,0,0,0,0,0,2.0,0.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-14,International Gold,Indoor,Hard,2nd Round,3,Massu N.,de Voest R.,11.0,213.0,6,4,6,2,0,0,0,0,0,0,2.0,0.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-14,International Gold,Indoor,Hard,2nd Round,3,Nalbandian D.,Koubek S.,10.0,96.0,6,2,7,6,0,0,0,0,0,0,2.0,0.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-14,International Gold,Indoor,Hard,2nd Round,3,Sanguinetti D.,Peya A.,97.0,118.0,7,5,6,4,0,0,0,0,0,0,2.0,0.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-14,International Gold,Indoor,Hard,2nd Round,3,Schuettler R.,Horna L.,21.0,41.0,7,5,4,6,6,3,0,0,0,0,2.0,1.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-15,International Gold,Indoor,Hard,Quarterfinals,3,Canas G.,Nalbandian D.,26.0,10.0,6,4,2,6,6,3,0,0,0,0,2.0,1.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-15,International Gold,Indoor,Hard,Quarterfinals,3,Haas T.,Ginepri R.,30.0,57.0,4,6,6,3,6,4,0,0,0,0,2.0,1.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-15,International Gold,Indoor,Hard,Quarterfinals,3,Lopez F.,Schuettler R.,31.0,21.0,6,4,6,4,0,0,0,0,0,0,2.0,0.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-15,International Gold,Indoor,Hard,Quarterfinals,3,Sanguinetti D.,Massu N.,97.0,11.0,6,4,6,3,0,0,0,0,0,0,2.0,0.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-16,International Gold,Indoor,Hard,Semifinals,3,Canas G.,Haas T.,26.0,30.0,6,4,6,3,0,0,0,0,0,0,2.0,0.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-16,International Gold,Indoor,Hard,Semifinals,3,Lopez F.,Sanguinetti D.,31.0,97.0,6,3,6,3,0,0,0,0,0,0,2.0,0.0,2004-061,,
Vienna,CA Tennis Trophy,2004-10-17,International Gold,Indoor,Hard,The Final,5,Lopez F.,Canas G.,31.0,26.0,6,4,1,6,7,5,3,6,7,5,3.0,2.0,2004-061,,
Madrid,Madrid Masters,2004-10-18,Masters,Indoor,Hard,1st Round,3,Soderling R.,Mayer F.,34.0,35.0,6,3,7,6,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-18,Masters,Indoor,Hard,1st Round,3,Horna L.,Arazi H.,41.0,48.0,6,4,7,5,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-18,Masters,Indoor,Hard,1st Round,3,Ginepri R.,Rascon T.,60.0,484.0,6,1,6,4,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-18,Masters,Indoor,Hard,1st Round,3,Koubek S.,Schalken S.,92.0,55.0,6,4,6,4,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-18,Masters,Indoor,Hard,1st Round,3,Corretja A.,Ferrer D.,86.0,42.0,7,5,6,1,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-18,Masters,Indoor,Hard,1st Round,3,Mirnyi M.,Sanchez D.,76.0,74.0,6,3,7,6,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-18,Masters,Indoor,Hard,1st Round,3,Dupuis A.,Calleri A.,96.0,56.0,6,4,6,4,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-18,Masters,Indoor,Hard,1st Round,3,Costa A.,Labadze I.,54.0,65.0,6,2,5,7,5,7,0,0,0,0,2.0,1.0,2004-062,,
Madrid,Madrid Masters,2004-10-18,Masters,Indoor,Hard,1st Round,3,Fish M.,Ancic M.,30.0,28.0,0,6,6,4,4,6,0,0,0,0,2.0,1.0,2004-062,,
Madrid,Madrid Masters,2004-10-19,Masters,Indoor,Hard,1st Round,3,Haas T.,Malisse X.,26.0,49.0,6,4,6,1,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-19,Masters,Indoor,Hard,1st Round,3,Dent T.,Youzhny M.,40.0,31.0,6,3,6,2,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-19,Masters,Indoor,Hard,1st Round,3,Verdasco F.,Bjorkman J.,39.0,51.0,6,1,6,2,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-19,Masters,Indoor,Hard,1st Round,3,Ljubicic I.,Berdych T.,29.0,38.0,6,4,6,4,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-19,Masters,Indoor,Hard,1st Round,3,Nadal R.,Sanguinetti D.,50.0,75.0,6,2,6,1,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-19,Masters,Indoor,Hard,1st Round,3,Canas G.,Vliegen K.,16.0,112.0,5,7,7,5,1,6,0,0,0,0,2.0,1.0,2004-062,,
Madrid,Madrid Masters,2004-10-19,Masters,Indoor,Hard,1st Round,3,Lopez F.,Karlovic I.,27.0,64.0,6,4,6,7,6,7,0,0,0,0,2.0,1.0,2004-062,,
Madrid,Madrid Masters,2004-10-19,Masters,Indoor,Hard,2nd Round,3,Dupuis A.,Chela J.I.,96.0,24.0,7,6,6,3,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-19,Masters,Indoor,Hard,2nd Round,3,Pavel A.,Fish M.,15.0,30.0,6,1,3,6,6,7,0,0,0,0,2.0,1.0,2004-062,,
Madrid,Madrid Masters,2004-10-19,Masters,Indoor,Hard,2nd Round,3,Agassi A.,Mirnyi M.,7.0,76.0,7,6,6,3,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-19,Masters,Indoor,Hard,2nd Round,3,Nalbandian D.,Soderling R.,10.0,34.0,7,6,6,3,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-20,Masters,Indoor,Hard,2nd Round,3,Srichaphan P.,Corretja A.,25.0,86.0,7,6,6,3,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-20,Masters,Indoor,Hard,2nd Round,3,Dent T.,Massu N.,40.0,18.0,6,3,3,6,6,3,0,0,0,0,2.0,1.0,2004-062,,
Madrid,Madrid Masters,2004-10-20,Masters,Indoor,Hard,2nd Round,3,Koubek S.,Gonzalez F.,92.0,20.0,6,1,3,6,6,7,0,0,0,0,2.0,1.0,2004-062,,
Madrid,Madrid Masters,2004-10-20,Masters,Indoor,Hard,2nd Round,3,Ljubicic I.,Schuettler R.,29.0,17.0,6,3,6,0,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-20,Masters,Indoor,Hard,2nd Round,3,Henman T.,Costa A.,5.0,54.0,6,4,6,2,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-20,Masters,Indoor,Hard,2nd Round,3,Haas T.,Novak J.,26.0,21.0,6,1,6,4,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-20,Masters,Indoor,Hard,2nd Round,3,Safin M.,Lopez F.,9.0,27.0,7,5,6,7,3,6,0,0,0,0,2.0,1.0,2004-062,,
Madrid,Madrid Masters,2004-10-20,Masters,Indoor,Hard,2nd Round,3,Johansson J.,Canas G.,11.0,16.0,7,6,7,5,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-20,Masters,Indoor,Hard,2nd Round,3,Horna L.,Ferrero J.C.,41.0,33.0,6,3,6,1,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-20,Masters,Indoor,Hard,2nd Round,3,Verdasco F.,Hrbaty D.,39.0,12.0,6,4,7,6,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-20,Masters,Indoor,Hard,2nd Round,3,Spadea V.,Nadal R.,23.0,50.0,6,4,4,6,6,3,0,0,0,0,2.0,1.0,2004-062,,
Madrid,Madrid Masters,2004-10-20,Masters,Indoor,Hard,2nd Round,3,Robredo T.,Ginepri R.,13.0,60.0,6,4,3,6,6,3,0,0,0,0,2.0,1.0,2004-062,,
Madrid,Madrid Masters,2004-10-21,Masters,Indoor,Hard,3rd Round,3,Ljubicic I.,Henman T.,29.0,5.0,6,4,4,6,2,6,0,0,0,0,2.0,1.0,2004-062,,
Madrid,Madrid Masters,2004-10-21,Masters,Indoor,Hard,3rd Round,3,Dent T.,Haas T.,40.0,26.0,7,6,6,2,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-21,Masters,Indoor,Hard,3rd Round,3,Johansson J.,Dupuis A.,11.0,96.0,6,1,7,6,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-21,Masters,Indoor,Hard,3rd Round,3,Horna L.,Pavel A.,41.0,15.0,7,5,6,4,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-21,Masters,Indoor,Hard,3rd Round,3,Robredo T.,Verdasco F.,13.0,39.0,2,6,6,4,6,3,0,0,0,0,2.0,1.0,2004-062,,
Madrid,Madrid Masters,2004-10-21,Masters,Indoor,Hard,3rd Round,3,Nalbandian D.,Srichaphan P.,10.0,25.0,6,3,6,1,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-21,Masters,Indoor,Hard,3rd Round,3,Agassi A.,Spadea V.,7.0,23.0,6,1,6,3,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-21,Masters,Indoor,Hard,3rd Round,3,Safin M.,Koubek S.,9.0,92.0,6,3,6,3,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-22,Masters,Indoor,Hard,Quarterfinals,3,Ljubicic I.,Johansson J.,29.0,11.0,7,6,6,7,7,6,0,0,0,0,2.0,1.0,2004-062,,
Madrid,Madrid Masters,2004-10-22,Masters,Indoor,Hard,Quarterfinals,3,Nalbandian D.,Dent T.,10.0,40.0,7,6,6,3,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-22,Masters,Indoor,Hard,Quarterfinals,3,Agassi A.,Robredo T.,7.0,13.0,6,7,6,3,2,6,0,0,0,0,2.0,1.0,2004-062,,
Madrid,Madrid Masters,2004-10-22,Masters,Indoor,Hard,Quarterfinals,3,Safin M.,Horna L.,9.0,41.0,6,4,6,4,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-23,Masters,Indoor,Hard,Semifinals,3,Nalbandian D.,Ljubicic I.,10.0,29.0,6,4,6,4,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-23,Masters,Indoor,Hard,Semifinals,3,Safin M.,Agassi A.,9.0,7.0,6,3,7,6,0,0,0,0,0,0,2.0,0.0,2004-062,,
Madrid,Madrid Masters,2004-10-24,Masters,Indoor,Hard,The Final,5,Safin M.,Nalbandian D.,9.0,10.0,6,2,6,4,6,3,0,0,0,0,3.0,0.0,2004-062,,
Basel,Swiss Indoors,2004-10-26,International,Indoor,Carpet,1st Round,3,Novak J.,Mayer F.,20.0,34.0,6,2,6,3,0,0,0,0,0,0,2.0,0.0,2004-063,,
Basel,Swiss Indoors,2004-10-26,International,Indoor,Carpet,1st Round,3,Robredo T.,Wawrinka S.,12.0,161.0,7,6,5,7,6,4,0,0,0,0,2.0,1.0,2004-063,,
Basel,Swiss Indoors,2004-10-26,International,Indoor,Carpet,1st Round,3,Koubek S.,Srichaphan P.,73.0,25.0,6,7,6,4,6,3,0,0,0,0,2.0,1.0,2004-063,,
Basel,Swiss Indoors,2004-10-26,International,Indoor,Carpet,1st Round,3,Ulihrach B.,Horna L.,100.0,35.0,6,1,0,0,0,0,0,0,0,0,1.0,0.0,2004-063,,
Basel,Swiss Indoors,2004-10-26,International,Indoor,Carpet,1st Round,3,Heuberger I.,Dent T.,127.0,33.0,6,2,6,3,0,0,0,0,0,0,2.0,0.0,2004-063,,
Basel,Swiss Indoors,2004-10-26,International,Indoor,Carpet,1st Round,3,Zabaleta M.,Hanescu V.,52.0,82.0,7,6,5,7,7,6,0,0,0,0,2.0,1.0,2004-063,,
Basel,Swiss Indoors,2004-10-26,International,Indoor,Carpet,1st Round,3,Gaudio G.,Norman D.,9.0,157.0,7,6,6,4,0,0,0,0,0,0,2.0,0.0,2004-063,,
Basel,Swiss Indoors,2004-10-27,International,Indoor,Carpet,1st Round,3,Haehnel J.,Gonzalez F.,109.0,19.0,6,3,6,4,0,0,0,0,0,0,2.0,0.0,2004-063,,
Basel,Swiss Indoors,2004-10-27,International,Indoor,Carpet,1st Round,3,Henman T.,Dupuis A.,4.0,80.0,6,3,6,4,0,0,0,0,0,0,2.0,0.0,2004-063,,
Basel,Swiss Indoors,2004-10-27,International,Indoor,Carpet,1st Round,3,Ljubicic I.,Chela J.I.,24.0,26.0,6,3,6,4,0,0,0,0,0,0,2.0,0.0,2004-063,,
Basel,Swiss Indoors,2004-10-27,International,Indoor,Carpet,1st Round,3,Nalbandian D.,Ancic M.,10.0,28.0,6,4,6,3,0,0,0,0,0,0,2.0,0.0,2004-063,,
Basel,Swiss Indoors,2004-10-27,International,Indoor,Carpet,1st Round,3,Moodie W.,Starace P.,170.0,76.0,6,4,6,4,0,0,0,0,0,0,2.0,0.0,2004-063,,
Basel,Swiss Indoors,2004-10-27,International,Indoor,Carpet,1st Round,3,Massu N.,Kratochvil M.,18.0,171.0,6,3,6,2,0,0,0,0,0,0,2.0,0.0,2004-063,,
Basel,Swiss Indoors,2004-10-27,International,Indoor,Carpet,1st Round,3,Spadea V.,Volandri F.,21.0,39.0,6,3,4,0,0,0,0,0,0,0,1.0,0.0,2004-063,,
Basel,Swiss Indoors,2004-10-27,International,Indoor,Carpet,1st Round,3,Schuettler R.,Nadal R.,23.0,48.0,6,3,6,4,0,0,0,0,0,0,2.0,0.0,2004-063,,
Basel,Swiss Indoors,2004-10-27,International,Indoor,Carpet,1st Round,3,Chiudinelli M.,Montanes A.,139.0,94.0,6,3,6,3,0,0,0,0,0,0,2.0,0.0,2004-063,,
Basel,Swiss Indoors,2004-10-28,International,Indoor,Carpet,2nd Round,3,Ulihrach B.,Heuberger I.,100.0,127.0,6,1,6,4,0,0,0,0,0,0,2.0,0.0,2004-063,,
Basel,Swiss Indoors,2004-10-28,International,Indoor,Carpet,2nd Round,3,Koubek S.,Gaudio G.,73.0,9.0,6,1,1,6,6,3,0,0,0,0,2.0,1.0,2004-063,,
Basel,Swiss Indoors,2004-10-28,International,Indoor,Carpet,2nd Round,3,Henman T.,Moodie W.,4.0,170.0,7,6,6,7,6,4,0,0,0,0,2.0,1.0,2004-063,,
