court,round,best_of,player0,player1,winner
Outdoor,7,3,22,240,player1
Outdoor,7,3,152,166,player1
Outdoor,7,3,115,85,player1
Outdoor,7,3,40,38,player1
Outdoor,7,3,319,36,player1
Outdoor,7,3,72,18,player1
Outdoor,6,3,13,29,player1
Outdoor,6,3,254,67,player1
Outdoor,6,3,240,156,player1
Outdoor,6,3,166,3,player1
Outdoor,6,3,68,18,player1
Outdoor,6,3,36,9,player1
Outdoor,6,3,85,33,player1
Outdoor,6,3,38,11,player1
Outdoor,3,3,156,3,player1
Outdoor,3,3,33,9,player1
Outdoor,3,3,67,11,player1
Outdoor,3,3,18,29,player1
Outdoor,2,3,11,3,player1
Outdoor,2,3,9,29,player1
Outdoor,1,3,29,3,player1
Outdoor,7,3,75,277,player1
Outdoor,7,3,80,78,player1
Outdoor,7,3,113,112,player1
Outdoor,7,3,107,95,player1
Outdoor,7,3,215,54,player1
Outdoor,7,3,295,25,player1
Outdoor,7,3,630,65,player1
Outdoor,7,3,79,56,player1
Outdoor,7,3,325,91,player1
Outdoor,7,3,160,60,player1
Outdoor,7,3,97,82,player1
Outdoor,7,3,93,66,player1
Outdoor,7,3,330,116,player1
Outdoor,7,3,88,28,player1
Outdoor,7,3,77,45,player1
Outdoor,7,3,69,39,player1
Outdoor,7,3,111,32,player1
Outdoor,7,3,232,34,player1
Outdoor,7,3,83,37,player1
Outdoor,7,3,90,86,player1
Outdoor,7,3,127,224,player1
Outdoor,7,3,444,51,player1
Outdoor,7,3,52,55,player1
Outdoor,7,3,63,105,player1
Outdoor,6,3,78,19,player1
Outdoor,6,3,56,8,player1
Outdoor,6,3,25,112,player1
Outdoor,6,3,55,65,player1
Outdoor,6,3,95,24,player1
Outdoor,6,3,28,82,player1
Outdoor,6,3,37,277,player1
Outdoor,6,3,91,6,player1
Outdoor,6,3,116,51,player1
Outdoor,6,3,?,86,player1
Outdoor,6,3,54,12,player1
Outdoor,6,3,34,105,player1
Outdoor,6,3,32,39,player1
Outdoor,6,3,45,60,player1
Outdoor,6,3,66,7,player1
Outdoor,6,3,224,2,player1
Outdoor,5,3,51,6,player1
Outdoor,5,3,19,82,player1
Outdoor,5,3,39,12,player1
Outdoor,5,3,277,8,player1
Outdoor,5,3,86,112,player1
Outdoor,5,3,60,7,player1
Outdoor,5,3,24,105,player1
Outdoor,5,3,65,2,player1
Outdoor,3,3,6,12,player1
Outdoor,3,3,8,82,player1
Outdoor,3,3,105,2,player1
Outdoor,3,3,112,7,player1
Outdoor,2,3,82,12,player1
Outdoor,2,3,7,2,player1
Outdoor,1,3,12,2,player1
Outdoor,7,3,53,30,player1
Outdoor,7,3,81,84,player1
Outdoor,7,3,89,26,player1
Outdoor,7,3,82,442,player1
Outdoor,7,3,93,61,player1
Outdoor,7,3,24,58,player1
Outdoor,7,3,216,64,player1
Outdoor,7,3,37,39,player1
Outdoor,7,3,44,35,player1
Outdoor,7,3,45,54,player1
Outdoor,7,3,66,48,player1
Outdoor,7,3,23,32,player1
Outdoor,6,3,61,58,player1
Outdoor,6,3,15,54,player1
Outdoor,6,3,35,30,player1
Outdoor,6,3,20,39,player1
Outdoor,6,3,32,64,player1
Outdoor,6,3,18,48,player1
Outdoor,6,3,84,26,player1
Outdoor,6,3,442,17,player1
Outdoor,3,3,58,39,player1
Outdoor,3,3,30,54,player1
Outdoor,3,3,48,26,player1
Outdoor,3,3,64,17,player1
Outdoor,2,3,54,39,player1
Outdoor,2,3,26,17,player1
Outdoor,1,3,17,39,player1
Outdoor,7,3,80,57,player1
Outdoor,7,3,167,56,player1
Outdoor,7,3,47,78,player1
Outdoor,7,3,55,77,player1
Outdoor,7,3,86,71,player1
Outdoor,7,3,40,72,player1
Outdoor,7,3,401,63,player1
Outdoor,7,3,21,73,player1
Outdoor,7,3,102,129,player1
Outdoor,7,3,25,52,player1
Outdoor,7,3,267,27,player1
Outdoor,7,3,67,74,player1
Outdoor,7,3,4,60,player1
Outdoor,7,3,85,228,player1
Outdoor,7,3,69,240,player1
Outdoor,7,3,113,10,player1
Outdoor,6,3,57,73,player1
Outdoor,6,3,52,228,player1
Outdoor,6,3,77,240,player1
Outdoor,6,3,56,78,player1
Outdoor,6,3,72,63,player1
Outdoor,6,3,129,27,player1
Outdoor,6,3,71,10,player1
Outdoor,6,3,74,60,player1
Outdoor,3,3,228,78,player1
Outdoor,3,3,27,10,player1
Outdoor,3,3,73,240,player1
Outdoor,3,3,63,60,player1
Outdoor,2,3,78,10,player1
Outdoor,2,3,60,240,player1
Outdoor,1,3,10,240,player1
Outdoor,7,5,30,37,player1
Outdoor,7,5,35,121,player1
Outdoor,7,5,77,165,player1
Outdoor,7,5,94,27,player1
Outdoor,7,5,100,116,player1
Outdoor,7,5,416,130,player1
Outdoor,7,5,72,85,player1
Outdoor,7,5,40,12,player1
Outdoor,7,5,385,22,player1
Outdoor,7,5,48,3,player1
Outdoor,7,5,58,26,player1
Outdoor,7,5,66,21,player1
Outdoor,7,5,131,103,player1
Outdoor,7,5,51,78,player1
Outdoor,7,5,14,44,player1
Outdoor,7,5,71,39,player1
Outdoor,7,5,83,7,player1
Outdoor,7,5,5,135,player1
Outdoor,7,5,50,111,player1
Outdoor,7,5,210,20,player1
Outdoor,7,5,73,80,player1
Outdoor,7,5,79,86,player1
Outdoor,7,5,61,54,player1
Outdoor,7,5,183,16,player1
Outdoor,7,5,216,45,player1
Outdoor,7,5,219,75,player1
Outdoor,7,5,68,33,player1
Outdoor,7,5,67,189,player1
Outdoor,7,5,92,2,player1
Outdoor,7,5,96,124,player1
Outdoor,7,5,81,29,player1
Outdoor,7,5,10,70,player1
Outdoor,7,5,132,115,player1
Outdoor,7,5,141,127,player1
Outdoor,7,5,93,87,player1
Outdoor,7,5,18,49,player1
Outdoor,7,5,174,105,player1
Outdoor,7,5,90,84,player1
Outdoor,7,5,76,112,player1
Outdoor,7,5,143,23,player1
Outdoor,7,5,110,11,player1
Outdoor,7,5,97,25,player1
Outdoor,7,5,19,59,player1
Outdoor,7,5,62,8,player1
Outdoor,7,5,65,13,player1
Outdoor,7,5,38,53,player1
Outdoor,7,5,107,151,player1
Outdoor,7,5,47,28,player1
Outdoor,7,5,34,1,player1
Outdoor,7,5,108,129,player1
Outdoor,7,5,122,24,player1
Outdoor,7,5,52,91,player1
Outdoor,7,5,137,60,player1
Outdoor,7,5,41,9,player1
Outdoor,7,5,173,64,player1
Outdoor,7,5,74,15,player1
Outdoor,7,5,89,31,player1
Outdoor,7,5,101,4,player1
Outdoor,7,5,36,6,player1
Outdoor,7,5,56,57,player1
Outdoor,7,5,69,82,player1
Outdoor,7,5,98,156,player1
Outdoor,7,5,17,32,player1
Outdoor,7,5,95,55,player1
Outdoor,6,5,135,130,player1
Outdoor,6,5,70,189,player1
Outdoor,6,5,21,111,player1
Outdoor,6,5,78,44,player1
Outdoor,6,5,45,22,player1
Outdoor,6,5,85,16,player1
Outdoor,6,5,103,26,player1
Outdoor,6,5,33,54,player1
Outdoor,6,5,165,27,player1
Outdoor,6,5,7,39,player1
Outdoor,6,5,121,37,player1
Outdoor,6,5,124,29,player1
Outdoor,6,5,75,2,player1
Outdoor,6,5,86,20,player1
Outdoor,6,5,3,116,player1
Outdoor,6,5,12,80,player1
Outdoor,6,5,53,28,player1
Outdoor,6,5,127,23,player1
Outdoor,6,5,87,59,player1
Outdoor,6,5,57,6,player1
Outdoor,6,5,112,8,player1
Outdoor,6,5,84,11,player1
Outdoor,6,5,129,9,player1
Outdoor,6,5,15,64,player1
Outdoor,6,5,105,49,player1
Outdoor,6,5,82,32,player1
Outdoor,6,5,156,1,player1
Outdoor,6,5,31,55,player1
Outdoor,6,5,115,25,player1
Outdoor,6,5,60,4,player1
Outdoor,6,5,91,24,player1
Outdoor,6,5,151,13,player1
Outdoor,5,5,116,37,player1
Outdoor,5,5,16,22,player1
Outdoor,5,5,189,111,player1
Outdoor,5,5,29,2,player1
Outdoor,5,5,27,130,player1
Outdoor,5,5,20,80,player1
Outdoor,5,5,11,28,player1
Outdoor,5,5,44,26,player1
Outdoor,5,5,39,54,player1
Outdoor,5,5,9,59,player1
Outdoor,5,5,23,6,player1
Outdoor,5,5,64,49,player1
Outdoor,5,5,55,8,player1
Outdoor,5,5,32,13,player1
Outdoor,5,5,24,4,player1
Outdoor,5,3,25,1,player1
Outdoor,4,5,37,22,player1
Outdoor,4,5,111,130,player1
Outdoor,4,5,49,4,player1
Outdoor,4,5,80,54,player1
Outdoor,4,5,28,8,player1
Outdoor,4,5,26,2,player1
Outdoor,4,5,59,6,player1
Outdoor,4,5,13,1,player1
Outdoor,3,5,6,1,player1
Outdoor,3,5,4,8,player1
Outdoor,3,5,54,2,player1
Outdoor,3,5,130,22,player1
Outdoor,2,5,8,1,player1
Outdoor,2,5,22,2,player1
Outdoor,1,5,1,2,player1
Outdoor,7,3,1032,29,player1
Outdoor,7,3,510,112,player1
Outdoor,7,3,54,74,player1
Outdoor,7,3,122,73,player1
Outdoor,7,3,96,109,player1
Outdoor,7,3,202,101,player1
Outdoor,7,3,132,133,player1
Outdoor,7,3,106,63,player1
Outdoor,7,3,119,52,player1
Outdoor,7,3,181,216,player1
Outdoor,7,3,135,104,player1
Outdoor,7,3,572,35,player1
Outdoor,6,3,133,74,player1
Outdoor,6,3,101,29,player1
Outdoor,6,3,28,63,player1
Outdoor,6,3,216,20,player1
Outdoor,6,3,109,35,player1
Outdoor,6,3,112,6,player1
Outdoor,6,3,73,16,player1
Outdoor,6,3,52,104,player1
Outdoor,3,3,20,29,player1
Outdoor,3,3,16,35,player1
Outdoor,3,3,63,74,player1
Outdoor,3,3,6,104,player1
Outdoor,2,3,29,35,player1
Outdoor,2,3,104,74,player1
Outdoor,1,3,35,74,player1
Outdoor,7,3,1472,113,player1
Outdoor,7,3,110,19,player1
Outdoor,7,3,85,75,player1
Outdoor,7,3,123,148,player1
Outdoor,7,3,90,93,player1
Outdoor,7,3,72,84,player1
Outdoor,7,3,144,55,player1
Outdoor,7,3,147,308,player1
Outdoor,7,3,21,120,player1
Outdoor,7,3,71,167,player1
Outdoor,7,3,519,184,player1
Outdoor,7,3,114,64,player1
Outdoor,7,3,402,86,player1
Outdoor,7,3,118,95,player1
Outdoor,7,3,68,163,player1
Outdoor,7,3,129,127,player1
Outdoor,6,3,148,55,player1
Outdoor,6,3,93,167,player1
Outdoor,6,3,84,184,player1
Outdoor,6,3,163,95,player1
Outdoor,6,3,86,113,player1
Outdoor,6,3,308,64,player1
Outdoor,6,3,75,19,player1
Outdoor,6,3,120,127,player1
Outdoor,3,3,55,95,player1
Outdoor,3,3,113,127,player1
Outdoor,3,3,167,19,player1
Outdoor,3,3,184,64,player1
Outdoor,2,3,19,64,player1
Outdoor,2,3,95,127,player1
Outdoor,1,3,64,127,player1
Outdoor,7,3,57,153,player1
Outdoor,7,3,78,58,player1
Outdoor,7,3,50,38,player1
Outdoor,7,3,149,43,player1
Outdoor,7,3,67,51,player1
Outdoor,7,3,40,56,player1
Outdoor,7,3,79,60,player1
Outdoor,7,3,49,81,player1
Outdoor,7,3,372,46,player1
Outdoor,7,3,392,309,player1
Outdoor,7,3,382,31,player1
Outdoor,7,3,240,36,player1
Outdoor,6,3,38,58,player1
Outdoor,6,3,26,153,player1
Outdoor,6,3,309,25,player1
Outdoor,6,3,46,60,player1
Outdoor,6,3,56,51,player1
Outdoor,6,3,43,27,player1
Outdoor,6,3,36,11,player1
Outdoor,6,3,81,31,player1
Outdoor,3,3,153,58,player1
Outdoor,3,3,27,51,player1
Outdoor,3,3,11,31,player1
Outdoor,3,3,60,25,player1
Outdoor,2,3,58,31,player1
Outdoor,2,3,51,25,player1
Outdoor,1,3,25,31,player1
Outdoor,7,3,141,113,player1
Outdoor,7,3,118,147,player1
Outdoor,7,3,159,74,player1
Outdoor,7,3,310,96,player1
Outdoor,7,3,197,386,player1
Outdoor,7,3,293,153,player1
Outdoor,7,3,181,510,player1
Outdoor,7,3,564,155,player1
Outdoor,7,3,813,542,player1
Outdoor,7,3,90,122,player1
Outdoor,7,3,102,89,player1
Outdoor,7,3,88,164,player1
Outdoor,6,3,55,155,player1
Outdoor,6,3,510,96,player1
Outdoor,6,3,542,23,player1
Outdoor,6,3,386,74,player1
Outdoor,6,3,72,147,player1
Outdoor,6,3,164,89,player1
Outdoor,6,3,153,16,player1
Outdoor,6,3,113,122,player1
Outdoor,3,3,74,155,player1
Outdoor,3,3,96,23,player1
Outdoor,3,3,147,89,player1
Outdoor,3,3,16,122,player1
Outdoor,2,3,23,155,player1
Outdoor,2,3,89,122,player1
Outdoor,1,3,122,155,player1
Outdoor,7,3,79,53,player1
Outdoor,7,3,63,140,player1
Outdoor,7,3,71,58,player1
Outdoor,7,3,50,68,player1
Outdoor,7,3,798,49,player1
Outdoor,7,3,40,78,player1
Outdoor,7,3,42,45,player1
Outdoor,7,3,107,114,player1
Outdoor,7,3,61,85,player1
Outdoor,7,3,133,56,player1
Outdoor,7,3,52,135,player1
Outdoor,7,3,70,234,player1
Outdoor,7,3,77,105,player1
Outdoor,7,3,57,64,player1
Outdoor,7,3,146,46,player1
Outdoor,7,3,142,59,player1
Outdoor,6,3,53,28,player1
Outdoor,6,3,78,15,player1
Outdoor,6,3,27,68,player1
Outdoor,6,3,26,45,player1
Outdoor,6,3,29,114,player1
Outdoor,6,3,24,234,player1
Outdoor,6,3,59,20,player1
Outdoor,6,3,105,31,player1
Outdoor,6,3,32,85,player1
Outdoor,6,3,38,46,player1
Outdoor,6,3,135,11,player1
Outdoor,6,3,64,25,player1
Outdoor,6,3,36,140,player1
Outdoor,6,3,58,5,player1
Outdoor,6,3,49,34,player1
Outdoor,6,3,56,17,player1
Outdoor,5,3,28,20,player1
Outdoor,5,3,234,25,player1
Outdoor,5,3,85,15,player1
Outdoor,5,3,17,34,player1
Outdoor,5,3,46,11,player1
Outdoor,5,3,68,114,player1
Outdoor,5,3,140,5,player1
Outdoor,5,3,31,45,player1
Outdoor,3,3,20,15,player1
Outdoor,3,3,34,114,player1
Outdoor,3,3,11,25,player1
Outdoor,3,3,45,5,player1
Outdoor,2,3,15,25,player1
Outdoor,2,3,5,114,player1
Outdoor,1,3,114,25,player1
Outdoor,7,3,73,132,player1
Outdoor,7,3,93,121,player1
Outdoor,7,3,144,80,player1
Outdoor,7,3,790,60,player1
Outdoor,7,3,71,64,player1
Outdoor,7,3,106,72,player1
Outdoor,7,3,95,88,player1
Outdoor,7,3,84,66,player1
Outdoor,7,3,87,117,player1
Outdoor,7,3,83,373,player1
Outdoor,7,3,124,91,player1
Outdoor,7,3,63,85,player1
Outdoor,6,3,121,64,player1
Outdoor,6,3,80,36,player1
Outdoor,6,3,59,132,player1
Outdoor,6,3,60,66,player1
Outdoor,6,3,72,91,player1
Outdoor,6,3,85,88,player1
Outdoor,6,3,373,22,player1
Outdoor,6,3,117,21,player1
Outdoor,3,3,36,64,player1
Outdoor,3,3,91,22,player1
Outdoor,3,3,88,132,player1
Outdoor,3,3,66,21,player1
Outdoor,2,3,64,22,player1
Outdoor,2,3,132,21,player1
Outdoor,1,3,21,22,player1
Outdoor,7,3,99,82,player1
Outdoor,7,3,40,51,player1
Outdoor,7,3,101,33,player1
Outdoor,7,3,183,29,player1
Outdoor,7,3,69,62,player1
Outdoor,7,3,187,48,player1
Outdoor,7,3,206,50,player1
Outdoor,7,3,94,78,player1
Outdoor,7,3,113,65,player1
Outdoor,7,3,180,54,player1
Outdoor,7,3,122,57,player1
Outdoor,7,3,158,55,player1
Outdoor,6,3,50,33,player1
Outdoor,6,3,78,30,player1
Outdoor,6,3,82,29,player1
Outdoor,6,3,62,10,player1
Outdoor,6,3,65,51,player1
Outdoor,6,3,48,54,player1
Outdoor,6,3,18,57,player1
Outdoor,6,3,5,55,player1
Outdoor,3,3,30,33,player1
Outdoor,3,3,55,54,player1
Outdoor,3,3,51,57,player1
Outdoor,3,3,10,29,player1
Outdoor,2,3,54,33,player1
Outdoor,2,3,29,57,player1
Outdoor,1,3,57,33,player1
Outdoor,7,3,74,76,player1
Outdoor,7,3,61,108,player1
Outdoor,7,3,98,96,player1
Outdoor,7,3,114,49,player1
Outdoor,7,3,236,100,player1
Outdoor,7,3,133,28,player1
Outdoor,7,3,172,53,player1
Outdoor,7,3,70,37,player1
Outdoor,7,3,45,127,player1
Outdoor,7,3,605,43,player1
Outdoor,7,3,364,56,player1
Outdoor,7,3,752,58,player1
Outdoor,6,3,76,37,player1
Outdoor,6,3,108,19,player1
Outdoor,6,3,127,56,player1
Outdoor,6,3,9,49,player1
Outdoor,6,3,43,58,player1
Outdoor,6,3,96,24,player1
Outdoor,6,3,53,28,player1
Outdoor,6,3,25,100,player1
Outdoor,3,3,37,19,player1
Outdoor,3,3,58,24,player1
Outdoor,3,3,49,56,player1
Outdoor,3,3,100,28,player1
Outdoor,2,3,56,19,player1
Outdoor,2,3,24,28,player1
Outdoor,1,3,19,28,player1
Outdoor,7,3,69,78,player1
Outdoor,7,3,360,53,player1
Outdoor,7,3,92,45,player1
Outdoor,7,3,233,54,player1
Outdoor,7,3,196,62,player1
Outdoor,7,3,82,268,player1
Outdoor,7,3,223,135,player1
Outdoor,7,3,106,46,player1
Outdoor,7,3,43,52,player1
Outdoor,7,3,96,68,player1
Outdoor,7,3,565,91,player1
Outdoor,7,3,115,72,player1
Outdoor,6,3,26,78,player1
Outdoor,6,3,54,53,player1
Outdoor,6,3,135,62,player1
Outdoor,6,3,91,31,player1
Outdoor,6,3,46,45,player1
Outdoor,6,3,52,68,player1
Outdoor,6,3,34,268,player1
Outdoor,6,3,72,33,player1
Outdoor,3,3,62,31,player1
Outdoor,3,3,33,68,player1
Outdoor,3,3,78,53,player1
Outdoor,3,3,268,45,player1
Outdoor,2,3,68,53,player1
Outdoor,2,3,45,31,player1
Outdoor,1,3,31,53,player1
Outdoor,7,3,116,129,player1
Outdoor,7,3,101,51,player1
Outdoor,7,3,109,228,player1
Outdoor,7,3,60,87,player1
Outdoor,7,3,79,65,player1
Outdoor,7,3,114,64,player1
Outdoor,7,3,125,100,player1
Outdoor,7,3,85,86,player1
Outdoor,7,3,77,83,player1
Outdoor,7,3,113,75,player1
Outdoor,7,3,80,139,player1
Outdoor,7,3,59,94,player1
Outdoor,7,3,57,107,player1
Outdoor,7,3,124,61,player1
Outdoor,7,3,55,121,player1
Outdoor,7,3,155,159,player1
Outdoor,6,3,25,129,player1
Outdoor,6,3,87,40,player1
Outdoor,6,3,100,32,player1
Outdoor,6,3,65,22,player1
Outdoor,6,3,42,83,player1
Outdoor,6,3,228,13,player1
Outdoor,6,3,86,44,player1
Outdoor,6,3,75,36,player1
Outdoor,6,3,139,20,player1
Outdoor,6,3,50,51,player1
Outdoor,6,3,35,64,player1
Outdoor,6,3,17,61,player1
Outdoor,6,3,107,7,player1
Outdoor,6,3,159,21,player1
Outdoor,6,3,94,11,player1
Outdoor,6,3,121,12,player1
Outdoor,5,3,51,61,player1
Outdoor,5,3,13,83,player1
Outdoor,5,3,64,21,player1
Outdoor,5,3,129,20,player1
Outdoor,5,3,22,32,player1
Outdoor,5,3,11,44,player1
Outdoor,5,3,40,7,player1
Outdoor,5,3,36,12,player1
Outdoor,3,3,83,61,player1
Outdoor,3,3,44,20,player1
Outdoor,3,3,32,12,player1
Outdoor,3,3,21,7,player1
Outdoor,2,3,61,20,player1
Outdoor,2,3,12,7,player1
Outdoor,1,3,20,7,player1
Outdoor,7,3,41,50,player1
Outdoor,7,3,44,23,player1
Outdoor,7,3,62,35,player1
Outdoor,7,3,206,52,player1
Outdoor,7,3,29,38,player1
Outdoor,7,3,114,40,player1
Outdoor,7,3,106,74,player1
Outdoor,7,3,24,27,player1
Outdoor,7,3,19,66,player1
Outdoor,7,3,118,132,player1
Outdoor,7,3,256,11,player1
Outdoor,7,3,53,83,player1
Outdoor,7,3,39,355,player1
Outdoor,7,3,34,18,player1
Outdoor,7,3,14,51,player1
Outdoor,7,3,60,169,player1
Outdoor,7,3,45,16,player1
Outdoor,7,3,33,25,player1
Outdoor,7,3,20,71,player1
Outdoor,7,3,21,37,player1
Outdoor,7,3,31,36,player1
Outdoor,7,3,17,47,player1
Outdoor,7,3,28,13,player1
Outdoor,7,3,86,12,player1
Outdoor,6,3,23,11,player1
Outdoor,6,3,50,1,player1
Outdoor,6,3,40,9,player1
Outdoor,6,3,36,2,player1
Outdoor,6,3,51,71,player1
Outdoor,6,3,16,38,player1
Outdoor,6,3,10,27,player1
Outdoor,6,3,37,6,player1
Outdoor,6,3,355,66,player1
Outdoor,6,3,132,4,player1
Outdoor,6,3,12,74,player1
Outdoor,6,3,169,18,player1
Outdoor,6,3,52,47,player1
Outdoor,6,3,25,13,player1
Outdoor,6,3,3,83,player1
Outdoor,6,3,35,7,player1
Outdoor,5,3,27,74,player1
Outdoor,5,3,18,4,player1
Outdoor,5,3,2,38,player1
Outdoor,5,3,6,71,player1
Outdoor,5,3,83,47,player1
Outdoor,5,3,7,13,player1
Outdoor,5,3,11,9,player1
Outdoor,5,3,66,1,player1
Outdoor,3,3,47,71,player1
Outdoor,3,3,38,13,player1
Outdoor,3,3,9,1,player1
Outdoor,3,3,74,4,player1
Outdoor,2,3,71,13,player1
Outdoor,2,3,1,4,player1
Outdoor,1,3,13,4,player1
Outdoor,7,3,50,36,player1
Outdoor,7,3,37,102,player1
Outdoor,7,3,63,185,player1
Outdoor,7,3,43,46,player1
Outdoor,7,3,129,26,player1
Outdoor,7,3,15,29,player1
Outdoor,7,3,68,30,player1
Outdoor,7,3,33,32,player1
Outdoor,7,3,45,44,player1
Outdoor,7,3,28,20,player1
Outdoor,7,3,16,57,player1
Outdoor,7,3,?,80,player1
Outdoor,7,3,14,97,player1
Outdoor,7,3,19,13,player1
Outdoor,7,3,112,23,player1
Outdoor,7,3,12,27,player1
Outdoor,7,3,24,38,player1
Outdoor,7,3,73,39,player1
Outdoor,7,3,34,25,player1
Outdoor,7,3,47,22,player1
Outdoor,7,3,51,100,player1
Outdoor,7,3,21,9,player1
Outdoor,7,3,17,40,player1
Outdoor,7,3,87,10,player1
Outdoor,6,3,102,4,player1
Outdoor,6,3,185,29,player1
Outdoor,6,3,57,36,player1
Outdoor,6,3,26,5,player1
Outdoor,6,3,46,13,player1
Outdoor,6,3,25,2,player1
Outdoor,6,3,40,80,player1
Outdoor,6,3,38,7,player1
Outdoor,6,3,11,22,player1
Outdoor,6,3,30,27,player1
Outdoor,6,3,20,10,player1
Outdoor,6,3,32,1,player1
Outdoor,6,3,97,44,player1
Outdoor,6,3,39,6,player1
Outdoor,6,3,100,3,player1
Outdoor,6,3,9,23,player1
Outdoor,5,3,27,7,player1
Outdoor,5,3,4,44,player1
Outdoor,5,3,80,1,player1
Outdoor,5,3,10,22,player1
Outdoor,5,3,13,5,player1
Outdoor,5,3,36,2,player1
Outdoor,5,3,29,3,player1
Outdoor,5,3,23,6,player1
Outdoor,3,3,44,7,player1
Outdoor,3,3,1,22,player1
Outdoor,3,3,2,6,player1
Outdoor,3,3,5,3,player1
Outdoor,2,3,7,22,player1
Outdoor,2,3,6,3,player1
Outdoor,1,3,22,3,player1
Outdoor,7,3,54,75,player1
Outdoor,7,3,1149,62,player1
Outdoor,7,3,63,59,player1
Outdoor,7,3,61,73,player1
Outdoor,7,3,83,173,player1
Outdoor,7,3,133,121,player1
Outdoor,7,3,87,66,player1
Outdoor,7,3,81,94,player1
Outdoor,7,3,71,126,player1
Outdoor,7,3,68,60,player1
Outdoor,7,3,70,80,player1
Outdoor,7,3,69,101,player1
Outdoor,7,3,114,100,player1
Outdoor,7,3,558,64,player1
Outdoor,7,3,65,95,player1
Outdoor,7,3,92,109,player1
Outdoor,6,3,73,29,player1
Outdoor,6,3,55,62,player1
Outdoor,6,3,45,59,player1
Outdoor,6,3,96,75,player1
Outdoor,6,3,105,126,player1
Outdoor,6,3,80,31,player1
Outdoor,6,3,173,40,player1
Outdoor,6,3,46,64,player1
Outdoor,6,3,66,35,player1
Outdoor,6,3,100,27,player1
Outdoor,6,3,109,30,player1
Outdoor,6,3,101,32,player1
Outdoor,6,3,60,38,player1
Outdoor,6,3,23,121,player1
Outdoor,6,3,94,43,player1
Outdoor,6,3,95,22,player1
Outdoor,5,3,40,29,player1
Outdoor,5,3,64,126,player1
Outdoor,5,3,27,32,player1
Outdoor,5,3,59,30,player1
Outdoor,5,3,75,35,player1
Outdoor,5,3,121,62,player1
Outdoor,5,3,31,38,player1
Outdoor,5,3,22,43,player1
Outdoor,3,3,62,38,player1
Outdoor,3,3,30,43,player1
Outdoor,3,3,35,32,player1
Outdoor,3,3,126,29,player1
Outdoor,2,3,38,43,player1
Outdoor,2,3,29,32,player1
Outdoor,1,3,43,32,player1
Outdoor,7,5,12,179,player1
Outdoor,7,5,106,34,player1
Outdoor,7,5,75,52,player1
Outdoor,7,5,96,91,player1
Outdoor,7,5,206,26,player1
Outdoor,7,5,69,124,player1
Outdoor,7,5,92,9,player1
Outdoor,7,5,115,42,player1
Outdoor,7,5,302,150,player1
Outdoor,7,5,137,172,player1
Outdoor,7,5,33,88,player1
Outdoor,7,5,492,21,player1
Outdoor,7,5,97,2,player1
Outdoor,7,5,30,38,player1
Outdoor,7,5,59,152,player1
Outdoor,7,5,83,77,player1
Outdoor,7,5,56,22,player1
Outdoor,7,5,118,64,player1
Outdoor,7,5,212,4,player1
Outdoor,7,5,?,25,player1
Outdoor,7,5,99,55,player1
Outdoor,7,5,176,11,player1
Outdoor,7,5,108,35,player1
Outdoor,7,5,29,95,player1
Outdoor,7,5,94,36,player1
Outdoor,7,5,71,41,player1
Outdoor,7,5,50,63,player1
Outdoor,7,5,44,67,player1
Outdoor,7,5,14,247,player1
Outdoor,7,5,90,31,player1
Outdoor,7,5,101,17,player1
Outdoor,7,5,105,39,player1
Outdoor,7,5,85,48,player1
Outdoor,7,5,61,60,player1
Outdoor,7,5,40,134,player1
Outdoor,7,5,15,65,player1
Outdoor,7,5,62,7,player1
Outdoor,7,5,163,86,player1
Outdoor,7,5,80,5,player1
Outdoor,7,5,107,13,player1
Outdoor,7,5,82,104,player1
Outdoor,7,5,46,157,player1
Outdoor,7,5,32,47,player1
Outdoor,7,5,116,89,player1
Outdoor,7,5,45,87,player1
Outdoor,7,5,112,1,player1
Outdoor,7,5,131,53,player1
Outdoor,7,5,51,20,player1
Outdoor,7,5,72,37,player1
Outdoor,7,5,78,24,player1
Outdoor,7,5,84,114,player1
Outdoor,7,5,113,23,player1
Outdoor,7,5,149,109,player1
Outdoor,7,5,74,6,player1
Outdoor,7,5,54,81,player1
Outdoor,7,5,185,66,player1
Outdoor,7,5,68,146,player1
Outdoor,7,5,256,43,player1
Outdoor,7,5,27,102,player1
Outdoor,7,5,28,73,player1
Outdoor,7,5,58,10,player1
Outdoor,7,5,18,128,player1
Outdoor,7,5,100,79,player1
Outdoor,7,5,49,3,player1
Outdoor,6,5,77,21,player1
Outdoor,6,5,91,34,player1
Outdoor,6,5,150,9,player1
Outdoor,6,5,64,4,player1
Outdoor,6,5,247,86,player1
Outdoor,6,5,88,172,player1
Outdoor,6,5,52,179,player1
Outdoor,6,5,48,7,player1
Outdoor,6,5,31,63,player1
Outdoor,6,5,42,38,player1
Outdoor,6,5,67,25,player1
Outdoor,6,5,152,22,player1
Outdoor,6,5,124,26,player1
Outdoor,6,5,55,11,player1
Outdoor,6,5,134,2,player1
Outdoor,6,5,39,17,player1
Outdoor,6,5,37,24,player1
Outdoor,6,5,60,13,player1
Outdoor,6,5,128,43,player1
Outdoor,6,5,36,35,player1
Outdoor,6,5,73,109,player1
Outdoor,6,5,87,1,player1
Outdoor,6,5,104,5,player1
Outdoor,6,5,41,95,player1
Outdoor,6,5,89,65,player1
Outdoor,6,5,114,23,player1
